,Rank,Previous Rank,Name,Country/Territory,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,IRN SCORE,IRN RANK,SUS SCORE,SUS RANK,Overall SCORE
694,695,601-610,Rensselaer Polytechnic Institute,United States of America,VH,Private not for Profit,10.2,701+,17.9,701+,28.7,662,54.7,330,,,34.4,547,25.8,801+,38.7,801+,25.3
695,696,641-650,Symbiosis International (Deemed University),India,VH,Private not for Profit,9.2,701+,94.7,51,26.5,704,3.3,801+,23.3,673,16.1,796,29.4,801+,45.6,801+,25.2
696,697,801-850,Ankara Üniversitesi,Türkiye,HI,Public,30.6,400,30.4,468,12.8,801+,4.6,801+,2.8,801+,9.7,801+,74.0,466,61.0,480=,25.1
697,697,701-710,Beijing University of Chemical Technology,China (Mainland),VH,Public,6.1,701+,7.2,701+,28.6,668,81.5,149,3.2,801+,2.5,801+,36.6,801+,40.5,801+,25.1
698,697,671-680,Kazakh National Agrarian University,Kazakhstan,MD,Public,22.8,550,27.7,499,92.6,91,1.4,801+,26.2,634,39.2,499,7.7,801+,38.7,801+,25.1
699,697,661-670,Tokyo Medical and Dental University,Japan,VH,Public,15.7,701+,9.5,701+,100.0,13,29.1,595,3.1,801+,22.6,693,23.3,801+,37.5,801+,25.1
700,697,621-630,Universidad de Alcalá,Spain,VH,Public,13.8,701+,10.2,701+,72.5,212,10.8,801+,11.8,801+,50.9,403,79.4,361,72.1,291=,25.1
701,697,611-620,University of Klagenfurt,Austria,VH,Public,7.2,701+,5.8,701+,57.4,318,16.4,777,98.2,138,94.8,127,43.9,801+,36.3,801+,25.1
702,697,641-650,"University of Missouri, Columbia",United States of America,VH,Public,17.2,701+,15.7,701+,38.5,526,23.5,664,29.7,588,6.4,801+,71.8,503,50.9,684=,25.1
703,701-710,681-690,Jeonbuk National University (formerly known as Chonbuk National University),Republic of Korea,VH,Public,19.9,618,14.2,701+,73.7,207,21.4,693,12.5,801+,16.5,789,34.0,801+,64.6,407=,-
704,701-710,781-790,Kasetsart University,Thailand,VH,Public,37.4,320,37.1,383,10.3,801+,4.6,801+,7.7,801+,1.7,801+,46.2,801+,60.8,491=,-
705,701-710,711-720,"Lingnan University, Hong Kong","Hong Kong SAR, China",VH,Public,16.0,701+,12.5,701+,19.3,801+,22.3,681,100.0,38,99.6,55,10.6,801+,47.0,789=,-
706,701-710,565,Nanjing University of Science and Technology,China (Mainland),VH,Public,7.0,701+,8.5,701+,14.6,801+,86.1,117,,,,,38.2,801+,39.4,801+,-
707,701-710,691-700,Shiraz University,Iran (Islamic Republic of),VH,Public,10.2,701+,10.9,701+,6.0,801+,68.3,228,1.2,801+,4.3,801+,68.1,565,45.7,801+,-
708,701-710,691-700,Universidad Panamericana (UP),Mexico,HI,Private not for Profit,15.9,701+,34.4,419,81.2,162,1.7,801+,24.5,655,5.0,801+,14.3,801+,36.2,801+,-
709,701-710,741-750,University of Central Florida,United States of America,VH,Public,18.6,659,37.1,384,4.1,801+,33.0,553,13.2,801+,7.7,801+,73.7,475,45.9,801+,-
710,701-710,651-660,University of Zagreb,Croatia,VH,Public,23.2,545,12.8,701+,26.8,700,8.1,801+,1.9,801+,5.1,801+,92.1,145,60.9,486=,-
711,711-720,801-850,Asia University Taiwan,Taiwan,VH,Private for Profit,9.0,701+,2.8,701+,5.1,801+,79.9,156,14.5,801+,6.0,801+,64.2,633,36.6,801+,-
712,711-720,721-730,Budapest University of Technology and Economics,Hungary,VH,Public,20.8,595,37.5,375,18.6,801+,15.3,800,4.6,801+,22.7,691,60.0,691,57.9,545,-
713,711-720,721-730,Drexel University,United States of America,VH,Private not for Profit,8.9,701+,11.2,701+,30.2,630,36.9,503,31.3,572,37.4,521,68.8,552,48.7,737=,-
714,711-720,681-690,"Goldsmiths, University of London",United Kingdom,VH,Public,18.3,668,7.5,701+,20.8,801+,17.0,765,89.1,230,97.8,93,22.7,801+,43.0,801+,-
715,711-720,661-670,ISCTE - Instituto Universitario de Lisboa,Portugal,VH,Public,8.6,701+,19.0,687,3.2,801+,42.4,448,27.1,623,55.8,375,49.8,801+,56.7,562=,-
716,711-720,595,ITMO University,Russian Federation,VH,Public,12.7,701+,17.4,701+,92.6,89,11.0,801+,27.2,621,44.5,453,60.1,689,26.6,801+,-
717,711-720,751-760,Technische Universität Braunschweig,Germany,VH,Public,14.4,701+,21.9,604,69.9,232,9.7,801+,,,50.9,405,66.1,608,47.4,776=,-
718,711-720,801-850,Toronto Metropolitan University (formerly Ryerson University),Canada,VH,Public,12.5,701+,19.4,673,2.3,801+,41.0,459,46.5,458,19.6,736,60.9,679,66.0,381=,-
719,711-720,601-610,Universität Hohenheim,Germany,VH,Public,9.1,701+,11.1,701+,19.6,801+,45.4,409,31.8,565,38.4,512,74.1,464,55.0,604,-
720,711-720,721-730,Université de Rennes 1,France,VH,Public,21.3,581,11.0,701+,15.6,801+,36.7,510,15.9,781,19.0,745,86.9,218,49.4,719=,-
721,711-720,701-710,University of Nebraska - Lincoln,United States of America,VH,Public,14.3,701+,11.5,701+,23.8,756,37.7,495,27.1,622,12.1,801+,79.6,359,63.8,427=,-
722,721-730,711-720,National University of Science and Technology MISiS,Russian Federation,VH,Public,7.2,701+,15.5,701+,76.8,186,21.0,698,10.7,801+,67.4,294,43.7,801+,37.5,801+,-
723,721-730,781-790,National University of Uzbekistan,Uzbekistan,HI,Public,29.7,412,38.9,355,7.5,801+,1.9,801+,92.9,200,6.8,801+,21.3,801+,43.5,801+,-
724,721-730,691-700,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,HI,Public,7.4,701+,15.1,701+,62.8,281,66.0,241,,,,,19.0,801+,10.4,801+,-
725,721-730,,Prince Sattam Bin Abdulaziz University,Saudi Arabia,VH,Public,6.4,701+,3.1,701+,69.3,237,19.6,720,99.6,109,15.5,801+,93.6,109,36.3,801+,-
726,721-730,701-710,Taras Shevchenko National University of Kyiv,Ukraine,VH,Public,21.9,567,50.1,254,30.7,619,3.9,801+,1.7,801+,3.7,801+,37.6,801+,37.9,801+,-
727,721-730,681-690,Temple University,United States of America,VH,Public,16.8,701+,15.0,701+,37.9,534,24.6,647,4.4,801+,11.6,801+,64.7,625,72.1,291=,-
728,721-730,761-770,University of Cincinnati,United States of America,VH,Public,15.1,701+,12.3,701+,24.8,738,31.9,564,6.2,801+,23.7,680,66.9,589,63.2,436=,-
729,721-730,761-770,University of Patras,Greece,VH,Public,16.8,701+,25.7,527,4.2,801+,44.3,425,2.3,801+,9.2,801+,66.2,606,65.3,392,-
730,721-730,741-750,UWE Bristol (University of the West of England),United Kingdom,HI,Public,10.6,701+,15.1,701+,8.9,801+,25.2,633,66.1,354,88.9,176,72.4,493,53.3,636=,-
731,731-740,621-630,Auezov South Kazakhstan State University (SKSU),Kazakhstan,MD,Public,21.2,585,33.9,424,91.6,99,1.1,801+,20.1,711,29.3,598,5.0,801+,35.3,801+,-
732,731-740,631-640,Far Eastern Federal University,Russian Federation,HI,Public,13.9,701+,9.5,701+,98.7,47,2.6,801+,16.7,769,79.3,226,48.0,801+,37.5,801+,-
733,731-740,701-710,National Institute of Technology Tiruchirappalli,India,VH,Public,4.1,701+,5.3,701+,10.6,801+,89.5,105,,,3.5,801+,38.2,801+,37.4,801+,-
734,731-740,681-690,Princess Nourah bint Abdulrahman University,Saudi Arabia,VH,Public,18.3,666,24.1,561,28.7,664,7.2,801+,83.8,264,31.3,575,74.6,452,49.8,706=,-
735,731-740,,SEGi University,Malaysia,HI,Private for Profit,6.7,701+,12.6,701+,91.2,100,2.1,801+,94.9,179,100.0,13,6.6,801+,30.7,801+,-
736,731-740,661-670,"Sofia University ""St. Kliment Ohridski""",Bulgaria,VH,Public,16.0,701+,25.2,537,55.0,342,3.1,801+,4.0,801+,15.6,801+,55.7,755,49.4,719=,-
737,731-740,781-790,Texas Tech University,United States of America,HI,Public,14.5,701+,26.9,509,10.0,801+,18.8,739,63.8,364,17.4,777,70.6,517,66.1,376=,-
738,731-740,691-700,Universidad Central de Venezuela - UCV,Venezuela (Bolivarian Republic of),MD,Public,28.9,431,45.3,298,41.5,487,1.4,801+,3.3,801+,2.0,801+,13.3,801+,36.3,801+,-
739,731-740,771-780,Université de Tunis El Manar,Tunisia,VH,Public,15.8,701+,6.2,701+,39.9,508,9.2,801+,61.9,376,16.7,787,82.5,301,56.7,562=,-
740,731-740,851-900,Yildiz Technical University,Türkiye,VH,Public,13.4,701+,43.2,310,5.6,801+,26.0,624,9.5,801+,27.8,617,55.4,763,63.7,429=,-
741,741-750,661-670,Aberystwyth University,United Kingdom,VH,Public,12.8,701+,11.5,701+,27.6,687,23.9,658,61.3,382=,42.0,475,63.3,646,63.1,439=,-
742,741-750,761-770,Adam Mickiewicz University,Poland,VH,Public,24.1,528,12.3,701+,45.7,427,8.8,801+,10.9,801+,15.6,801+,88.7,196,63.6,431,-
743,741-750,721-730,Brandeis University,United States of America,VH,Private not for Profit,12.8,701+,9.7,701+,50.2,381,25.0,638,33.0,554,83.4,201,24.7,801+,28.8,801+,-
744,741-750,751-760,Kaunas University of Technology,Lithuania,VH,Public,15.1,701+,22.0,602,37.9,533,17.5,761,4.8,801+,40.0,489,68.6,556,58.9,521=,-
745,741-750,711-720,Plekhanov Russian University of Economics,Russian Federation,VH,Public,15.5,701+,30.1,474,57.8,314,3.3,801+,4.1,801+,26.7,636,61.2,674,42.4,801+,-
746,741-750,851-900,Shahid Beheshti University (SBU),Iran (Islamic Republic of),VH,Public,11.8,701+,22.5,590,6.0,801+,49.4,377,5.2,801+,24.7,668,68.0,567,33.6,801+,-
747,741-750,801-850,Syracuse University,United States of America,VH,Private not for Profit,17.0,701+,18.3,699,16.1,801+,17.0,763,25.2,648,45.5,443,56.7,742,60.9,486=,-
748,741-750,801-850,The Catholic University of Korea,Republic of Korea,VH,Private not for Profit,7.9,701+,6.0,701+,97.4,61,31.0,576,4.7,801+,52.9,390,14.3,801+,44.8,801+,-
749,741-750,801-850,University of Baghdad,Iraq,VH,Public,18.1,675,41.2,330,31.1,614,2.5,801+,2.8,801+,1.2,801+,69.0,545,43.4,801+,-
750,741-750,751-760,University of Malta,Malta,VH,Public,9.3,701+,7.4,701+,47.7,408,10.1,801+,33.1,551,42.2,472,76.8,409,38.2,801+,-
751,741-750,751-760,University of Messina,Italy,VH,Public,12.6,701+,2.9,701+,18.6,801+,55.5,323,1.4,801+,17.8,767,78.6,375,61.5,467=,-
752,741-750,771-780,University of Pecs,Hungary,HI,Public,20.1,613,20.1,653,52.3,357,5.0,801+,12.8,801+,77.3,240,42.4,801+,53.7,627=,-
753,741-750,741-750,Victoria University,Australia,HI,Public,9.2,701+,10.1,701+,3.4,801+,48.7,381,23.6,667,74.6,256,48.9,801+,59.3,514=,-
754,741-750,741-750,Vytautas Magnus University,Lithuania,VH,Public,14.0,701+,19.9,658,44.2,447,5.0,801+,46.8,455,70.8,270,62.8,653,47.0,789=,-
755,751-760,671-680,Martin-Luther-Universität Halle-Wittenberg,Germany,VH,Public,15.1,701+,9.9,701+,89.4,106,11.2,801+,,,17.0,781,86.5,230,47.1,785=,-
756,751-760,801-850,Université de Lorraine,France,VH,Public,19.2,644,5.0,701+,8.6,801+,24.7,646,40.5,494,40.0,488,95.6,68,54.5,610=,-
757,751-760,791-800,University of New Mexico,United States of America,VH,Public,14.2,701+,16.9,701+,57.3,320,20.4,705,11.0,801+,7.1,801+,83.6,283,53.8,626,-
758,751-760,801-850,University of Oregon,United States of America,VH,Public,23.2,543,22.5,592,14.7,801+,25.3,632,10.5,801+,5.4,801+,53.8,785,55.7,582=,-
759,751-760,721-730,University of Trieste,Italy,VH,Public,16.1,701+,7.8,701+,5.5,801+,53.8,345,11.6,801+,16.8,783,70.8,514,36.4,801+,-
760,761-770,801-850,Al-Ahliyya Amman University,Jordan,VH,Private not for Profit,17.1,701+,21.0,625,15.8,801+,6.4,801+,93.7,196,100.0,29,32.7,801+,38.2,801+,-
761,761-770,781-790,Babes-Bolyai University,Romania,VH,Public,21.9,569,34.9,410,8.7,801+,8.0,801+,18.9,729,7.1,801+,83.9,278,65.0,398=,-
762,761-770,761-770,Bangladesh University of Engineering and Technology,Bangladesh,VH,Public,21.3,582,42.5,316,15.6,801+,30.8,578,,,,,23.0,801+,30.0,801+,-
763,761-770,711-720,Czech University of Life Sciences in Prague,Czechia,VH,Public,11.6,701+,8.7,701+,13.7,801+,22.3,680,36.0,530,82.5,208,85.4,249,72.5,281=,-
764,761-770,,"Government College University, Faisalabad",Pakistan,VH,Public,4.2,701+,7.1,701+,7.6,801+,72.2,197,1.3,801+,1.1,801+,77.6,392,32.2,801+,-
765,761-770,851-900,"Jamia Millia Islamia, New Delhi",India,VH,Public,13.0,701+,5.6,701+,40.1,500,47.7,394,4.2,801+,10.7,801+,60.5,683,49.7,708=,-
766,761-770,801-850,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,MD,Public,19.1,646,46.3,287,57.5,316,1.3,801+,27.8,612,45.5,442,4.1,801+,30.1,801+,-
767,761-770,791-800,New Jersey Institute of Technology (NJIT),United States of America,VH,Public,7.5,701+,19.8,666,13.2,801+,40.6,462,36.0,529,65.4,306,37.7,801+,54.2,619=,-
768,761-770,721-730,Riga Technical University,Latvia,VH,Public,12.6,701+,31.9,449,31.7,606,6.0,801+,22.1,686,84.9,195,38.2,801+,47.6,770=,-
769,761-770,731-740,University of Belgrade,Serbia,VH,Public,23.6,536,14.0,701+,6.5,801+,10.1,801+,3.6,801+,7.4,801+,94.5,91,52.1,661=,-
770,761-770,801-850,University of Bucharest,Romania,VH,Public,21.1,590,35.9,400,9.0,801+,8.3,801+,3.5,801+,4.8,801+,72.3,495,60.8,491=,-
771,761-770,,University of Nizwa,Oman,VH,Private not for Profit,11.0,701+,12.8,701+,47.5,412,13.0,801+,100.0,32,26.2,642,26.1,801+,19.0,801+,-
772,761-770,851-900,"Vietnam National University, Hanoi",Viet Nam,HI,Public,24.3,525,33.0,435,9.2,801+,4.3,801+,6.6,801+,1.3,801+,68.3,562,69.4,323=,-
773,771-780,771-780,Holy Spirit University of Kaslik,Lebanon,HI,Private not for Profit,11.1,701+,20.7,637,70.4,226,3.8,801+,99.4,117,52.2,397,9.6,801+,38.0,801+,-
774,771-780,801-850,Philipps-Universität Marburg,Germany,VH,Public,16.3,701+,15.1,701+,7.4,801+,39.6,475,19.0,727,31.9,568,65.9,612,47.6,770=,-
775,771-780,731-740,Rovira i Virgili University,Spain,VH,Public,9.5,701+,4.5,701+,19.9,801+,48.0,388,9.8,801+,28.4,610,82.2,309,65.0,398=,-
776,771-780,801-850,Rutgers University - Newark,United States of America,VH,Public,13.7,701+,14.2,701+,26.1,718,26.0,623,31.2,575,44.8,450,26.9,801+,61.2,474=,-
777,771-780,851-900,Thapar Institute of Engineering & Technology,India,VH,Public,4.0,701+,9.3,701+,14.3,801+,71.2,206,17.1,763,4.7,801+,33.7,801+,58.5,534=,-
778,771-780,621-630,Universidad de Palermo,Argentina,HI,Private not for Profit,15.8,701+,16.0,701+,96.0,68,1.1,801+,42.0,481,94.3,136,3.6,801+,,,-
779,771-780,751-760,University of Calcutta,India,VH,Public,19.7,628,11.1,701+,7.7,801+,33.9,538,31.3,574,1.3,801+,57.0,735,34.4,801+,-
780,771-780,801-850,University of Maynooth,Ireland,VH,Public,16.6,701+,13.1,701+,14.2,801+,21.0,699,91.2,216,32.2,566,45.1,801+,52.3,656=,-
781,781-790,801-850,Alexandria University,Egypt,VH,Public,32.7,376,24.2,555,7.2,801+,3.5,801+,1.9,801+,13.6,801+,80.7,341,56.6,568=,-
782,781-790,741-750,Carleton University,Canada,VH,Public,15.6,701+,16.8,701+,7.3,801+,18.6,743,17.6,756,56.9,364,74.9,443,61.1,477=,-
783,781-790,851-900,Georgia State University,United States of America,VH,Public,14.8,701+,29.1,486,6.0,801+,33.2,547,6.6,801+,18.9,747,64.6,627,47.3,780=,-
784,781-790,,Hong Kong Metropolitan University,"Hong Kong SAR, China",HI,,26.5,476,7.1,701+,4.2,801+,9.7,801+,90.3,222,92.9,147,11.2,801+,36.6,801+,-
785,781-790,801-850,Kuwait University,Kuwait,HI,Public,20.9,594,17.5,701+,9.4,801+,5.5,801+,24.1,662,32.0,567,55.1,769,58.3,539=,-
786,781-790,851-900,Technological University of Dublin,Ireland,HI,Public,17.7,690,22.4,594,18.0,801+,6.1,801+,49.8,440,63.7,312,53.7,787,58.7,528=,-
787,781-790,801-850,Universidad de Alicante,Spain,VH,Public,21.1,589,11.5,701+,36.0,556,14.2,801+,11.5,801+,21.4,704,79.3,362,70.9,301=,-
788,781-790,791-800,Universidad de Antioquia,Colombia,VH,Public,39.7,304,24.1,557,5.9,801+,7.1,801+,4.9,801+,,,55.7,753,45.5,801+,-
789,781-790,771-780,Universidad del Rosario,Colombia,HI,Private not for Profit,23.8,531,32.7,439,35.1,563,4.4,801+,9.8,801+,5.8,801+,31.2,801+,58.2,543=,-
790,781-790,901-950,"Universidade Católica Portuguesa, UCP",Portugal,VH,Private not for Profit,16.5,701+,31.2,459,14.1,801+,12.9,801+,17.1,767,58.3,353,33.8,801+,47.9,763=,-
791,781-790,791-800,University of Kentucky,United States of America,VH,Public,15.0,701+,15.0,701+,19.2,801+,32.1,561,18.2,739,5.7,801+,77.3,401,59.6,509=,-
792,781-790,781-790,University of Mons,Belgium,VH,Public,7.0,701+,8.1,701+,5.2,801+,53.2,349,40.9,491,47.0,432,43.6,801+,54.4,613=,-
793,781-790,741-750,V.N. Karazin Kharkiv National University,Ukraine,HI,Public,14.3,701+,30.2,470,70.5,222,1.9,801+,4.4,801+,67.8,291,35.2,801+,46.2,801+,-
794,781-790,791-800,Wayne State University,United States of America,VH,Public,9.0,701+,6.8,701+,70.3,228,18.0,752,17.9,747,10.5,801+,69.8,536,66.9,363=,-
795,791-800,851-900,Applied Science Private University - Jordan,Jordan,HI,Private for Profit,16.4,701+,27.8,497,30.0,631,7.4,801+,36.3,528,82.1,212,44.9,801+,39.4,801+,-
796,791-800,801-850,Beijing University of Technology,China (Mainland),VH,Public,9.0,701+,10.8,701+,41.9,481,55.4,325,5.3,801+,2.7,801+,38.4,801+,33.4,801+,-
797,791-800,771-780,Chiba University,Japan,VH,Public,22.5,555,12.5,701+,65.8,261,17.8,755,11.3,801+,7.9,801+,30.2,801+,48.7,737=,-
798,791-800,721-730,Lanzhou University,China (Mainland),VH,Public,9.4,701+,5.3,701+,43.4,460,47.7,393,3.0,801+,2.2,801+,69.6,540,45.3,801+,-
799,791-800,691-700,Norwegian University of Life Sciences (UMB),Norway,VH,,8.2,701+,8.2,701+,100.0,15,13.4,801+,,,,,77.7,390,50.8,688=,-
800,791-800,801-850,Pontificia Universidad Católica de Valparaíso,Chile,VH,Private not for Profit,36.4,332,29.0,487,6.8,801+,13.2,801+,15.1,801+,2.6,801+,43.3,801+,36.9,801+,-
801,791-800,801-850,Universiti Tunku Abdul Rahman (UTAR),Malaysia,HI,Private not for Profit,19.4,636,43.9,304,19.2,801+,13.4,801+,15.8,784,8.0,801+,51.7,801+,57.7,548,-
802,791-800,741-750,Wake Forest University,United States of America,VH,Private not for Profit,7.4,701+,18.9,688,100.0,6,11.9,801+,6.2,801+,16.0,798,38.8,801+,42.2,801+,-
803,801-850,851-900,AGH University of Krakow,Poland,VH,Public,13.1,701+,30.6,465,54.7,344,12.7,801+,4.4,801+,7.3,801+,75.6,430,47.4,776=,-
804,801-850,711-720,Ahlia University,Bahrain,HI,Private not for Profit,18.1,677,9.9,701+,38.4,528,10.3,801+,100.0,51,61.7,330,11.1,801+,26.4,801+,-
805,801-850,791-800,Alfaisal University,Saudi Arabia,VH,Private not for Profit,7.9,701+,5.9,701+,31.7,605,21.8,687,100.0,29,96.7,102,28.1,801+,31.0,801+,-
806,801-850,1001-1200,Azerbaijan State University of Economics,Azerbaijan,HI,Public,21.2,587,37.2,379,36.7,548,1.5,801+,32.0,563,10.7,801+,11.7,801+,39.2,801+,-
807,801-850,771-780,Bournemouth University,United Kingdom,VH,Public,8.0,701+,11.0,701+,8.1,801+,29.4,594,84.7,261,47.7,422,76.3,418,43.4,801+,-
808,801-850,711-720,De Montfort University,United Kingdom,VH,Public,6.4,701+,9.5,701+,6.8,801+,16.7,770,81.4,284,96.4,107,57.1,734,64.5,409=,-
809,801-850,851-900,Donghua University,China (Mainland),VH,Public,4.5,701+,4.4,701+,32.4,596,70.6,213,2.0,801+,4.2,801+,32.1,801+,28.5,801+,-
810,801-850,801-850,Gdansk University of Technology,Poland,VH,Public,12.0,701+,24.1,560,31.8,603,25.5,630,6.9,801+,7.8,801+,70.0,531,64.0,422=,-
811,801-850,901-950,German Jordanian University,Jordan,VH,Public,14.6,701+,28.7,490,34.6,569,12.7,801+,85.3,256,23.9,676,18.3,801+,22.1,801+,-
812,801-850,,IIT Gandhinagar,India,VH,Public,7.0,701+,9.1,701+,51.9,364,53.2,350,2.7,801+,2.2,801+,20.1,801+,42.3,801+,-
813,801-850,751-760,Instituto Tecnológico Autonomo de México (ITAM),Mexico,MD,Private not for Profit,21.5,575,40.0,343,22.3,784,2.7,801+,51.1,436,2.2,801+,8.7,801+,24.6,801+,-
814,801-850,791-800,Keele University,United Kingdom,VH,Public,8.5,701+,8.0,701+,21.3,801+,28.5,600,60.9,385,50.7,408,66.4,601,39.4,801+,-
815,801-850,721-730,Middlesex University,United Kingdom,HI,Public,7.5,701+,9.3,701+,11.3,801+,14.3,801+,88.6,233,99.7,49,56.5,744,40.0,801+,-
816,801-850,801-850,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,VH,Public,18.4,663,49.0,261,38.5,527,2.1,801+,1.3,801+,3.0,801+,22.7,801+,37.2,801+,-
817,801-850,851-900,Northwest Agriculture and Forestry University,China (Mainland),VH,Public,5.2,701+,2.9,701+,35.0,565,61.5,278,,,2.0,801+,70.6,516,39.0,801+,-
818,801-850,801-850,Ocean University of China,China (Mainland),VH,Public,6.3,701+,5.8,701+,9.6,801+,72.1,198,4.0,801+,2.6,801+,49.8,801+,41.5,801+,-
819,801-850,801-850,Perugia University,Italy,VH,Public,12.0,701+,5.2,701+,5.0,801+,53.0,355,8.8,801+,10.0,801+,71.5,507,49.3,725=,-
820,801-850,580,Politecnico di Bari,Italy,VH,Public,9.8,701+,9.0,701+,13.1,801+,64.7,251,6.3,801+,13.1,801+,47.6,801+,27.4,801+,-
821,801-850,781-790,Qassim University,Saudi Arabia,VH,Public,15.5,701+,6.5,701+,47.0,421,3.8,801+,100.0,64,25.1,661,72.1,497,52.2,658=,-
822,801-850,641-650,Soochow University,China (Mainland),VH,Public,9.2,701+,8.2,701+,25.8,721,57.3,305,3.4,801+,2.4,801+,51.1,801+,35.6,801+,-
823,801-850,781-790,"The New School, New York City and Paris",United States of America,VH,Private not for Profit,20.4,603,17.9,701+,47.6,411,4.6,801+,8.2,801+,97.9,92,21.1,801+,24.1,801+,-
824,801-850,751-760,Tokyo University of Science (RIKADAI),Japan,VH,Private not for Profit,11.5,701+,57.5,205,12.1,801+,16.3,778,15.1,801+,7.2,801+,22.6,801+,46.5,801+,-
825,801-850,691-700,Universidad de la Habana,Cuba,HI,Public,19.9,617,17.8,701+,71.0,218,2.4,801+,3.3,801+,6.9,801+,19.3,801+,32.2,801+,-
826,801-850,741-750,Universidad de Montevideo,Uruguay,MD,Private not for Profit,24.9,513,25.8,525,81.2,161,1.4,801+,27.0,625,6.1,801+,7.9,801+,11.7,801+,-
827,801-850,801-850,Universidad de San Francisco de Quito,Ecuador,HI,Private not for Profit,25.0,510,18.2,701+,41.4,489,4.6,801+,57.2,403,2.9,801+,32.1,801+,54.8,606=,-
828,801-850,751-760,Universidade de Brasilia (UnB),Brazil,VH,Public,34.8,347,10.8,701+,9.0,801+,8.3,801+,12.8,801+,2.1,801+,63.7,639,66.6,368=,-
829,801-850,781-790,Universidade Federal de Santa Catarina,Brazil,VH,Public,26.1,485,8.3,701+,25.2,731,15.8,786,5.9,801+,4.0,801+,64.4,631,65.2,393=,-
830,801-850,691-700,Universidade Federal de São Paulo (UNIFESP),Brazil,VH,Public,14.1,701+,8.8,701+,97.9,59,10.4,801+,6.1,801+,2.2,801+,49.5,801+,61.8,460=,-
831,801-850,801-850,Universita' degli studi di Salerno,Italy,VH,Public,12.3,701+,6.1,701+,9.6,801+,46.9,404,4.4,801+,2.6,801+,85.5,246,58.4,536=,-
832,801-850,751-760,Universita' Politecnica delle Marche - UNIVPM,Italy,VH,Public,8.0,701+,5.2,701+,17.1,801+,55.3,326,8.6,801+,11.6,801+,77.4,396,57.3,555=,-
833,801-850,851-900,Università  degli Studi di Palermo,Italy,VH,Public,17.8,688,4.8,701+,7.1,801+,45.0,415,3.3,801+,3.8,801+,84.0,274,44.3,801+,-
834,801-850,801-850,Universität Duisburg-Essen,Germany,VH,Public,16.1,701+,8.1,701+,21.9,794,15.3,799,33.0,555,52.7,391,90.5,168,44.9,801+,-
