university_id,world_rank,2023 RANK,university_name,country_code_iso,country,SIZE,FOCUS,RES.,AGE,STATUS,academic_reputation_score,Academic Reputation Rank,employer_reputation_score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,citations_per_faculty,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,overall_score,student_population,students_to_staff_ratio,international_students_count,gender_ratio,teaching_score,research_environment_score,research_quality_score,industry_impact_score,international_outlook_score,Quality of Education,Alumni Employment,Quality of Faculty,Research_Output_x,publications_count,Influence,citations_count,Score,Latitude,Longitude,city,region,university_type,research_output,student_faculty_ratio,faculty_count,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_rank,country_avg_citations,country_avg_international_ratio,research_productivity_index,female_percentage,male_percentage,subject_field,citations_score,research_output_score,total_students,undergraduate_students,postgraduate_students,faculty_to_student_ratio,international_student_ratio,tuition_fee_usd,acceptance_rate,graduation_rate,Employability_Rank,qs_subject_rank,QS_Rank,THE_Rank,ARWU_Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,web_pages,country_code,h_index,degree_level
258,429,457=,University of Trento,IT,Italy,L,CO,VH,4,A,24.6,352,8.9,601+,19.3,685,44,305,26.9,509,6.2,701+,61,238,9.3,701+,34.9,400=,26.3,14100,18.4,7%,51:49:00,29.3,34.8,80.5,65.2,61.1,667,1001,304,565,485,474,405,74,42.6384261,12.674297,Trento,Europe,Public,Very High,13,1.066,18,181,47.393,24.45,458.7222222,335.6666667,23.5,60.16666667,51,49,"Sociology,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Archaeology,Agriculture & Forestry,Mathematics & Statistics,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Biological Sciences,Sport Science,Computer Science,Accounting & Finance,Civil Engineering,Chemical Engineering,Psychology,Law,Architecture,Medicine & Dentistry",51.5,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,426,http://www.unitn.it/,IT,248,Undergraduate & Postgraduate
259,431,477=,KoÃ§ University,TR,Turkey,M,FC,HI,3,B,22.4,393,47.3,187,24,591,28.6,448,27.3,504,11.2,687,6.4,701+,11,701+,29.9,449=,26.2,6427,19.5,9%,49:51:00,31.8,40.5,68.9,91.9,57.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Istanbul,Asia,Private,High,11,560,10,382,34.57495,16.61,965.9,499.5,23.5,67.1,49,51,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,Business & Management,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Computer Science,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Archaeology,Chemical Engineering,Biological Sciences,Sociology,Economics & Econometrics,Mathematics & Statistics",79.2,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,165,Undergraduate & Postgraduate
260,431,561-570,Murdoch University,AU,Australia,M,CO,VH,3,A,7.3,601+,5.3,601+,5.4,701+,53.1,242,86.3,200,76.6,178,40.1,378,14.2,593,23.7,506=,26.2,14816,34,38%,62:38:00,23.2,29.6,81.4,67.2,94.2,667,879,304,856,814,565,1001,70.6,-24.7761086,134.755,Murdoch,Oceania,Public,Very High,21,613,21,54,57.36819048,33.99047619,250.1428571,519.8125,23.5,59.4,62,38,"Economics & Econometrics,Law,Biological Sciences,Education,Communication & Media Studies,Languages, Literature & Linguistics,Physics & Astronomy,Chemical Engineering,Chemistry,Sociology,Other Health,Sport Science,Art, Performing Arts & Design,General Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Psychology,Accounting & Finance,Mathematics & Statistics,Business & Management,Veterinary Science,Computer Science,Politics & International Studies (incl Development Studies),Agriculture & Forestry",49.6,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,887,119.5,806,http://www.murdoch.edu.au/,AU,199,Undergraduate & Postgraduate
261,431,436=,National Taipei University of Technology,TW,Taiwan,M,FO,VH,3,A,15,584,57.7,144,27,560,34.3,398,21.1,582,18.2,571,1.3,701+,17.3,485,12.6,638,26.2,9868,15.6,10%,28 : 72,27.3,25,35.8,94.1,41.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Taipei City,Asia,Public,Very High,11,714,22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,51.63333333,28,72,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,700,119.5,1038,Unknown,Unknown,134,Undergraduate & Postgraduate
262,431,332,National Taiwan Normal University,TW,Taiwan,M,CO,VH,4,A,34.5,248,20.8,448,65.4,209,5.9,701+,14.5,674,26.7,452,1.5,701+,14.7,571,43.2,344,26.2,10878,12.3,12%,Unknown,35,32,51.4,92.7,50.4,667,1001,304,848,765,1001,673,70.8,23.5983227,120.8353769,Taipei City,Asia,Public,Very High,8,1.374,22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,58.7,54,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1233,119.5,995,Unknown,Unknown,116,Undergraduate & Postgraduate
263,431,501-510,University of Stirling,UK,United Kingdom,M,CO,VH,4,A,11.5,601+,10.2,601+,10.5,701+,34.7,391,71.9,266,83.5,149,14.4,607,14.8,566,79.8,152=,26.2,10650,18.7,28%,64:36:00,23,26.2,82.4,41,91.4,667,601,304,969,783,728,460,71.3,54.7023545,-3.2765753,Stirling,Europe,Public,Very High,14,728,69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,49.86666667,64,36,"Accounting & Finance,Communication & Media Studies,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,Law,Education,Psychology,Geology, Environmental, Earth & Marine Sciences,Sociology,Computer Science,Languages, Literature & Linguistics,General Engineering,Other Health,Mathematics & Statistics,Economics & Econometrics,Politics & International Studies (incl Development Studies)",42,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,615,119.5,882,http://www.stir.ac.uk/,GB,128,Undergraduate & Postgraduate
264,436,471=,Dublin City University,IE,Ireland,L,FC,HI,3,A,19.7,452,27,360,25.6,575,12.4,690,76,248,19.3,557,19.3,548,24.8,334,81.7,137=,26,14325,26.1,12%,58:42:00,24.5,35.2,77.1,62.8,73.9,667,914,304,968,875,1001,673,70.2,52.865196,-7.9794599,Dublin,Europe,Public,High,11,1.257,7,231,47.20792857,23.4,484.2857143,544,23.5,58.36666667,58,42,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,830,119.5,1041,http://www.dcu.ie/,IE,164,Undergraduate & Postgraduate
265,436,415,Tampere University,FI,Finland,L,FC,VH,1,A,22.5,391,19.5,463,23.9,595,31.8,422,32,473,6.4,701+,56.4,275,20.6,406,37.2,387,26,16236,20.7,7%,55:45:00,30.6,38.4,80.9,93.1,49.8,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Tampere,Europe,Public,Very High,12,1.31,8,121,53.541875,26.9,312.125,424.6666667,23.5,70.8,55,45,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,556,119.5,411,Unknown,Unknown,33,Undergraduate & Postgraduate
266,441,433,UniversitÃ© Laval,CA,Canada,L,FC,VH,5,A,19.9,443,11,601+,25.6,577,25.1,484,67.4,290,36.3,372,55.4,280,24.4,343,31,432=,25.9,30362,17.9,16%,58:42:00,40.7,38.7,73.7,94.2,76.2,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,QuÃ©bec,North America,Public,Very High,11,2.29,23,21,55.88345652,32.3,315.2173913,294.8571429,23.5,68.86666667,58,42,"Sociology,Electrical & Electronic Engineering,Computer Science,General Engineering,Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Agriculture & Forestry,Biological Sciences,Sport Science,Business & Management,Archaeology,Chemistry,Geography,Other Health,Economics & Econometrics,Accounting & Finance,Civil Engineering,Law,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Education,Physics & Astronomy,History, Philosophy & Theology,Architecture,Languages, Literature & Linguistics,Communication & Media Studies",57.5,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,272,Undergraduate & Postgraduate
267,441,392=,University of Utah,US,United States,L,FC,VH,5,A,15.9,548,6,601+,53,295,36.5,383,25.3,530,10.1,701+,54.4,289,14.9,560,49,315,25.9,31502,13.3,8%,50:50:00,43.5,38.5,87,83.5,40.9,169,187,80,125,105,68,93,82.3,39.7837304,-100.445882,Salt Lake City,North America,Public,Very High,8,3.345,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,69.66666667,50,50,"Architecture,Electrical & Electronic Engineering,Accounting & Finance,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Business & Management,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Law,Sociology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,General Engineering,Physics & Astronomy,Sport Science,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Psychology,Communication & Media Studies",72,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247,198,132,114,http://www.utah.edu/,US,217,Undergraduate & Postgraduate
268,444,601-650,National and Kapodistrian University of Athens,GR,Greece,XL,FC,VH,5,A,26.3,336,31.6,312,2,701+,29.1,441,9.9,701+,16.2,595,72.8,182,28.9,276,16.1,592=,25.8,67934,34,11%,59:41:00,22.6,23.9,77.3,89.8,56.6,667,634,304,201,268,416,275,76.3,43.2097838,-77.6930602,Athens,Europe,Public,Very High,31,2.164,8,521,35.50925,15.3625,882.625,455,23.5,63.66666667,59,41,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,607,119.5,226,Unknown,Unknown,435,Undergraduate & Postgraduate
269,444,350=,University of Connecticut,US,United States,L,FC,VH,5,A,15.1,576,6.9,601+,14.5,701+,41.6,327,47,368,19,560,61.4,237,21.7,383,61.9,243=,25.8,28128,13.1,11%,53:47:00,41.2,30.2,72.8,68.7,64.6,573,417,141,210,191,211,254,78.5,39.7837304,-100.445882,Storrs,North America,Public,Very High,19,1.328,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,57.23333333,53,47,"Civil Engineering,Sociology,Business & Management,Economics & Econometrics,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Education,Biological Sciences,Psychology,History, Philosophy & Theology,Chemistry,Law,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance,Architecture,Computer Science,Sport Science,Other Health,Mathematics & Statistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering",50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,487,398,114,239,http://www.uconn.edu/,US,183,Undergraduate & Postgraduate
270,446,561-570,Aston University,UK,United Kingdom,L,CO,VH,4,A,12.9,601+,22.8,416,10,701+,34.1,400,93,164,38.3,359,50.5,310,18.1,463,12.3,640=,25.7,12950,19,25%,48:52:00,22.2,26.5,82.5,64.1,95.2,367,355,218,381,388,895,645,75,39.7837304,-3.2765753,Birmingham,Europe,Public,Very High,16,730,69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,57.7,48,52,"Chemical Engineering,Sociology,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Biological Sciences,General Engineering,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Other Health,Chemistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Computer Science,Law,Business & Management",11.7,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,560,119.5,936,http://www.aston.ac.uk/,GB,160,Undergraduate & Postgraduate
271,446,347=,University of JyvÃ¤skylÃ¤,FI,Finland,M,FO,VH,4,A,17.2,518,12.5,601+,86.2,100,15.3,626,40.9,404,2.8,701+,54.7,287,11.4,701+,30.2,447=,25.7,10702,13.8,3%,62:38:00,31.4,34.1,78.2,53,49.7,667,1001,304,593,510,518,898,72.7,63.2467777,25.9209164,JyvÃ¤skylÃ¤,Europe,Public,Very High,7,1.573,8,121,53.541875,26.9,312.125,424.6666667,23.5,55.1,62,38,"Accounting & Finance,Politics & International Studies (incl Development Studies),Other Health,Languages, Literature & Linguistics,Sport Science,History, Philosophy & Theology,Biological Sciences,Education,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Chemistry,Sociology,Economics & Econometrics,Psychology,Business & Management,Communication & Media Studies,Physics & Astronomy",44.6,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,154,Undergraduate & Postgraduate
272,451,531-540,Iran University of Science and Technology,IR,"Iran, Islamic Republic of",L,FO,VH,4,A,6.6,601+,23.2,410,2.5,701+,94.8,54,18.55,Unknown,1.5,701+,11.1,652,5.5,701+,1.5,701+,25.6,14679,32.7,1%,35 : 65,33.6,37.4,75.2,73.9,24.3,667,1001,304,546,785,1001,673,71.4,2.9368696,115.4443356,Tehran,Asia,Public,Very High,29,532,6,325,44.60775,8.5,553.5,818.1666667,23.5,62.16666667,35,65,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,862,Unknown,Unknown,109,Undergraduate & Postgraduate
273,454,378=,Czech Technical University in Prague,CZ,Czech Republic,L,SP,Unknown,5,A,21.5,403,37.6,259,75.8,161,4.1,701+,25.6,526,39.2,349,15.3,592,13.8,618,1.6,701+,25.2,15663,8.7,21%,30 : 70,30.9,18.8,32.2,51.9,60.2,631,1001,304,673,679,789,460,72.2,49.7439047,15.3381061,Prague,Europe,Public,Very High,6,2.628,11,459,29.91190909,13.75454545,1151.727273,587.6666667,23.5,34.3,30,70,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400,558,119.5,584,Unknown,Unknown,96,Undergraduate & Postgraduate
274,454,461=,Southeast University,CN,China (Mainland),XL,FC,VH,3,A,12.8,601+,7.4,601+,23.9,593,73.1,134,15.1,664,3.5,701+,21.1,536,8.8,701+,16.9,581=,25.2,39637,12.4,4%,36 : 64,39.9,46.3,68.4,90.4,47.6,385,1001,304,175,286,654,541,75.4,30.047992,-94.3357433,Nanjing,Asia,Public,Very High,11,3.409,35,12,56.53822857,28.66857143,328.4,574.8823529,12,68.36666667,36,64,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,795,119.5,183,http://www.seu.edu.cn/,CN,24,Undergraduate & Postgraduate
275,454,384=,Sultan Qaboos University,OM,Oman,M,FC,VH,3,A,16.7,528,13.7,593,56.7,259,18.4,577,100,58,3.4,701+,48.3,325,17.4,478,8,701+,25.2,7512,9.2,4%,50:50:00,28.1,22.2,62.3,35.7,74,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Muscat,Asia,Public,High,7,916,1,653,40.3955,16.7,653,479,23.5,40.06666667,50,50,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1250,http://www.squ.edu.om/,OM,89,Undergraduate & Postgraduate
276,461,511-520,Florida State University,US,United States,XL,FC,VH,5,A,25.1,349,25.7,374,6.8,701+,30.7,430,15.6,659,3.9,701+,40.1,379,20.5,407,54.3,283=,24.9,39831,24.6,6%,58:42:00,38.2,38.6,79.4,68.2,58.8,475,645,304,275,235,232,139,77.3,39.7837304,-100.445882,Tallahassee,North America,Public,Very High,17,2.236,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,62.06666667,58,42,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,543,119.5,238,http://www.fsu.edu/,US,335,Undergraduate & Postgraduate
277,465,521-530,University of Bordeaux,FR,France,XL,FO,VH,5,A,30.2,289,5.3,601+,14.4,701+,21.4,537,25.6,527,19.5,554,91.2,74,11.9,701+,35.8,393=,24.7,52643,21.7,14%,60:40:00,37.2,29.9,72.5,66.7,66.6,651,1001,304,519,437,355,460,74.3,46.603354,1.8883335,Talence,Europe,Public,Very High,15,3.195,9,58,54.70383333,38.41111111,373,207,23.5,56.36666667,60,40,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1131,119.5,193,Unknown,Unknown,352,Undergraduate & Postgraduate
278,465,601-650,University of Sharjah,AE,United Arab Emirates,L,CO,VH,3,B,16.7,530,18.8,473,5.5,701+,13.5,668,100,9,99.7,35,35.9,413,14.1,600,24.6,495=,24.7,12848,18.9,51%,67:33:00,20.7,25.7,93.8,29,98.8,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Asia,Private,High,18,678,5,229,49.6779,18.2,399.2,479,23.5,49.5,67,33,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1455,http://www.sharjah.ac.ae/,AE,103,Undergraduate & Postgraduate
279,469,443=,Illinois Institute of Technology,US,United States,M,CO,VH,5,B,14.2,601+,15.6,532,13,701+,48.5,280,30.1,490,94.1,93,1.5,701+,13.6,632,2.5,701+,24.6,6107,12.2,36%,37 : 63,42.6,26.9,67.8,91.5,73.2,156,110,304,1001,821,860,541,71.5,39.7837304,-100.445882,Chicago,North America,Private,Very High,15,402,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,62.06666667,37,63,"Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Law,General Engineering,Mathematics & Statistics,Computer Science,Education,Communication & Media Studies,Architecture,Civil Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Psychology,Business & Management,Biological Sciences",50.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,177,119.5,851,http://www.iit.edu/,US,143,Undergraduate & Postgraduate
280,472,338,Hiroshima University,JP,Japan,L,FC,VH,4,A,23.6,366,14,581,81,136,9.6,701+,17.3,624,12.9,663,30,457,9.8,701+,37.5,382=,24.5,14590,7.6,10%,38 : 62,39.6,26.4,44.7,68.5,51.5,667,1001,304,312,366,311,541,75.2,36.5748441,139.2394179,Higashihiroshima City,Asia,Public,Very High,6,2.366,37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,46.53333333,38,62,"Archaeology,Medicine & Dentistry,Other Health,Agriculture & Forestry,Mathematics & Statistics,Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Psychology,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,General Engineering,Communication & Media Studies,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,History, Philosophy & Theology,Education,Veterinary Science,Languages, Literature & Linguistics,Biological Sciences,Sociology,Electrical & Electronic Engineering,Geography,Chemistry",20.1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1016,119.5,420,http://www.hiroshima-u.ac.jp/,JP,87,Undergraduate & Postgraduate
281,476,363=,Kobe University,JP,Japan,L,FC,VH,4,A,28.5,308,38.8,248,53.2,292,11.6,701+,7.4,701+,7.7,701+,8.7,701+,11.9,701+,10.9,658=,24.3,15333,10.2,7%,35 : 65,39.5,27.2,48.1,75.4,39,160,445,141,369,418,318,327,76.6,36.5748441,139.2394179,Kobe City,Asia,Public,Very High,8,1.986,37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,50.23333333,35,65,"Education,Mechanical & Aerospace Engineering,Civil Engineering,History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Physics & Astronomy,Law,Business & Management,Architecture,Computer Science,Sport Science,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,General Engineering,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Other Health,Geography,Sociology,Biological Sciences",24.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,298,428,119.5,441,http://www.kobe-u.ac.jp/,JP,152,Undergraduate & Postgraduate
282,480,501-510,Missouri University of Science and Technology,US,United States,M,CO,VH,5,A,4.6,601+,4.8,601+,6.5,701+,85.1,94,61.1,313,12.3,674,2.1,701+,9.6,701+,1.6,701+,24,7271,21.6,9%,24 : 76,33.2,28.7,69.6,88.1,72.4,667,392,304,916,827,1001,1001,69.9,39.7837304,-100.445882,Rolla,North America,Public,Very High,18,369,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,62.13333333,24,76,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,410,119.5,917,http://www.mst.edu/,US,137,Undergraduate & Postgraduate
283,481,601-650,Bangor University,UK,United Kingdom,M,FC,VH,5,A,8.8,601+,5.3,601+,14.9,701+,39.7,346,42.2,391,55.4,267,24.6,503,13,661,87.4,108=,23.9,8130,14.8,23%,61:39:00,27.6,25.3,72.7,64.3,88.2,446,824,304,866,656,613,673,71.6,54.7023545,-3.2765753,Unknown,Europe,Public,Very High,12,740,69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,54.1,61,39,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology,Computer Science,Sociology,Art, Performing Arts & Design,Law,Education,History, Philosophy & Theology,Sport Science,Business & Management,Agriculture & Forestry,Accounting & Finance,Biological Sciences,Other Health,Communication & Media Studies,Archaeology,Economics & Econometrics,Geography",48,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,189,775,250,800,Unknown,Unknown,120,Undergraduate & Postgraduate
284,481,601-650,Leibniz University Hannover,DE,Germany,L,CO,VH,5,A,21.3,408,33.2,298,16.8,701+,14.8,640,40.5,408,30.6,418,44.3,350,13.1,654,29.9,449=,23.9,19807,39.5,15%,44:56:00,38.3,41.5,62.1,81.6,58.2,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Hanover,Europe,Public,Very High,10,2.54,9,31,59.47188889,32.65555556,234,257.5,23.5,61.73333333,44,56,"Economics & Econometrics,Education,Mechanical & Aerospace Engineering,Sociology,General Engineering,Civil Engineering,Geography,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Art, Performing Arts & Design,History, Philosophy & Theology,Business & Management,Agriculture & Forestry,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Law,Computer Science,Architecture,Biological Sciences,Physics & Astronomy,Chemistry,Accounting & Finance,Electrical & Electronic Engineering",21.7,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,735,119.5,469,Unknown,Unknown,255,Undergraduate & Postgraduate
285,481,405,Satbayev University,KZ,Kazakhstan,M,FO,VH,4,A,23.3,370,36,272,84.3,111,1.2,701+,40.5,407,4.2,701+,1,701+,10.5,701+,1.3,701+,23.9,8114,12.4,5%,44:56:00,22.7,10.8,8.5,23.2,68.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Almaty,Asia,Public,Very High,7,1.281,2,1381,21.78675,37.35,1542,479,23.5,14.16666667,44,56,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,51,Undergraduate & Postgraduate
286,486,561-570,University of Electronic Science and Technology of China,CN,China (Mainland),XL,CO,VH,4,A,4.3,601+,3,601+,8.6,701+,96.4,46,3.4,701+,2.6,701+,21.7,530,7.6,701+,3.5,701+,23.7,37498,15.7,3%,30 : 70,34.8,35.2,80.9,85.5,33.9,667,720,304,291,393,952,673,73.9,30.047992,-94.3357433,Chengdu,Asia,Public,Very High,16,2.032,35,12,56.53822857,28.66857143,328.4,574.8823529,12,67.2,30,70,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,637,119.5,279,http://www.uestc.edu.cn/,CN,127,Undergraduate & Postgraduate
287,486,591-600,University of Guelph,CA,Canada,L,CO,VH,4,A,13.5,601+,20.9,444,5.8,701+,47.5,286,43.5,384,15.1,618,22.3,525,13.1,658,36.3,389=,23.7,22936,27.3,10%,59:41:00,32.6,36.2,66.2,78.1,64.5,667,1001,304,360,352,325,200,76,61.0666922,-107.991707,Guelph,North America,Public,Very High,19,1.102,23,21,55.88345652,32.3,315.2173913,294.8571429,23.5,60.16666667,59,41,"Communication & Media Studies,Mathematics & Statistics,Economics & Econometrics,History, Philosophy & Theology,Sociology,Politics & International Studies (incl Development Studies),General Engineering,Chemistry,Physics & Astronomy,Psychology,Business & Management,Biological Sciences,Veterinary Science,Geography,Accounting & Finance,Art, Performing Arts & Design,Languages, Literature & Linguistics,Computer Science,Sport Science,Agriculture & Forestry,Electrical & Electronic Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering",38.6,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1083,119.5,450,http://www.uoguelph.ca/,CA,258,Undergraduate & Postgraduate
