university_id,university_name,country,alias,normalized_alias
U002719,University College Dublin,Ireland,University College Dublin,university college dublin
U002720,University College of Osteopathy,United Kingdom,University College of Osteopathy,university college of osteopathy
U002721,University Duesseldorf,Germany,University Duesseldorf,university duesseldorf
U002722,University for Development Studies,Ghana,University for Development Studies,university for development studies
U002723,University for the Creative Arts,United Kingdom,University for the Creative Arts,university for the creative arts
U002724,University Mohamed Boudiaf of M’Sila,Algeria,University Mohamed Boudiaf of M’Sila,university mohamed boudiaf of msila
U002725,University of A Coruña,Spain,University of A Coruña,university of a corua
U002726,University of Aberdeen,United Kingdom,University of Aberdeen,university of aberdeen
U002727,University of Abou Bekr Belkaïd Tlemcen,Algeria,University of Abou Bekr Belkaïd Tlemcen,university of abou bekr belkad tlemcen
U002728,University of Adelaide,Australia,University of Adelaide,university of adelaide
U002729,"University of Agriculture, Faisalabad ",Pakistan,University of Agriculture Faisalabad,university of agriculture faisalabad
U002729,"University of Agriculture, Faisalabad ",Pakistan,"University of Agriculture, Faisalabad",university of agriculture faisalabad
U002730,University of Agronomic Sciences and Veterinary Medicine of Bucharest,Romania,University of Agronomic Sciences and Veterinary Medicine of Bucharest,university of agronomic sciences and veterinary medicine of bucharest
U002731,University of Ahmed Draia,Algeria,University of Ahmed Draia,university of ahmed draia
U002732,University of Al-Hamdaniya,Iraq,University of Al Hamdaniya,university of al hamdaniya
U002732,University of Al-Hamdaniya,Iraq,University of Al-Hamdaniya,university of alhamdaniya
U002733,University of Al-Qadisiyah,Iraq,University of Al Qadisiyah,university of al qadisiyah
U002733,University of Al-Qadisiyah,Iraq,University of Al-Qadisiyah,university of alqadisiyah
U002734,University of Alabama at Birmingham,United States,University of Alabama at Birmingham,university of alabama at birmingham
U002735,"University of Alabama, Birmingham",United States,University of Alabama Birmingham,university of alabama birmingham
U002735,"University of Alabama, Birmingham",United States,"University of Alabama, Birmingham",university of alabama birmingham
U002736,University of Alabama in Huntsville,United States,University of Alabama in Huntsville,university of alabama in huntsville
U002737,University of Alaska Fairbanks,United States,University of Alaska Fairbanks,university of alaska fairbanks
U002738,University of Alberta,Canada,University of Alberta,university of alberta
U002739,University of Alcalá,Spain,University of Alcalá,university of alcal
U002740,University of Algarve,Portugal,University of Algarve,university of algarve
U002741,University of Algiers 1,Algeria,University of Algiers 1,university of algiers 1
U002742,University of Algiers 3,Algeria,University of Algiers 3,university of algiers 3
U002743,University of Alicante,Spain,University of Alicante,university of alicante
U002744,University of Alkafeel,Iraq,University of Alkafeel,university of alkafeel
U002745,University of Almería,Spain,University of Almería,university of almera
U002746,University of Amsterdam,Netherlands,University of Amsterdam,university of amsterdam
U002747,University of Anbar,Iraq,University of Anbar,university of anbar
U002748,University of Antioquia,Colombia,University of Antioquia,university of antioquia
U002749,University of Antofagasta,Chile,University of Antofagasta,university of antofagasta
U002750,University of Antwerp,Belgium,University of Antwerp,university of antwerp
U002751,University of Applied Sciences and Arts of Western Switzerland,Switzerland,University of Applied Sciences and Arts of Western Switzerland,university of applied sciences and arts of western switzerland
U002752,University of Arizona,United States,University of Arizona,university of arizona
U002753,University of Arkansas,United States,University of Arkansas,university of arkansas
U002754,University of Arkansas Fayetteville ,United States,University of Arkansas Fayetteville,university of arkansas fayetteville
U002755,University of Auckland,New Zealand,University of Auckland,university of auckland
U002756,University of Aveiro,Portugal,University of Aveiro,university of aveiro
U002757,University of Babylon,Iraq,University of Babylon,university of babylon
U002758,University of Baghdad,Iraq,University of Baghdad,university of baghdad
U002759,University of Bahrain,Bahrain,University of Bahrain,university of bahrain
U002760,University of Balamand,Lebanon,University of Balamand,university of balamand
U002761,University of Balochistan,Pakistan,University of Balochistan,university of balochistan
U002762,"University of Baltistan, Skardu",Pakistan,University of Baltistan Skardu,university of baltistan skardu
U002762,"University of Baltistan, Skardu",Pakistan,"University of Baltistan, Skardu",university of baltistan skardu
U002763,University of Barcelona,Spain,University of Barcelona,university of barcelona
U002764,University of Bari,Italy,University of Bari,university of bari
U002765,University of Bari Aldo Moro,Italy,University of Bari Aldo Moro,university of bari aldo moro
U002766,University of Basel,Switzerland,University of Basel,university of basel
U002767,University of Basrah,Iraq,University of Basrah,university of basrah
U002768,University of Bath,United Kingdom,University of Bath,university of bath
U002769,University of Batna 1,Algeria,University of Batna 1,university of batna 1
U002770,University of Batna 2,Algeria,University of Batna 2,university of batna 2
U002771,University of Bayreuth,Germany,University of Bayreuth,university of bayreuth
U002772,University of Bedfordshire,United Kingdom,University of Bedfordshire,university of bedfordshire
U002773,University of Beira Interior,Portugal,University of Beira Interior,university of beira interior
U002774,University of Béjaïa,Algeria,University of Béjaïa,university of bjaa
U002775,University of Belgrade,Serbia,University of Belgrade,university of belgrade
U002776,University of Benghazi,Libya,University of Benghazi,university of benghazi
U002777,University of Benin,Nigeria,University of Benin,university of benin
U002778,University of Bergamo,Italy,University of Bergamo,university of bergamo
U002779,University of Bergen,Norway,University of Bergen,university of bergen
U002780,University of Bern,Switzerland,University of Bern,university of bern
U002781,University of Bialystok,Poland,University of Bialystok,university of bialystok
U002782,University of Bío-Bío,Chile,University of Bío Bío,university of bo bo
U002782,University of Bío-Bío,Chile,University of Bío-Bío,university of bobo
U002783,University of Birjand,Iran,University of Birjand,university of birjand
U002784,University of Birmingham,United Kingdom,University of Birmingham,university of birmingham
U002785,University of Bisha,Saudi Arabia,University of Bisha,university of bisha
U002786,University of Biskra,Algeria,University of Biskra,university of biskra
U002787,University of Bogotá Jorge Tadeo Lozano,Colombia,University of Bogotá Jorge Tadeo Lozano,university of bogot jorge tadeo lozano
U002788,University of Bologna,Italy,University of Bologna,university of bologna
U002789,University of Bolton,United Kingdom,University of Bolton,university of bolton
U002790,University of Bonn,Germany,University of Bonn,university of bonn
U002791,University of Bordeaux,France,University of Bordeaux,university of bordeaux
U002792,University of Botswana,Botswana,University of Botswana,university of botswana
U002793,University of Bradford,United Kingdom,University of Bradford,university of bradford
U002794,University of Brasília,Brazil,University of Brasília,university of braslia
U002795,University of Brawijaya,Indonesia,University of Brawijaya,university of brawijaya
U002796,University of Bremen,Germany,University of Bremen,university of bremen
U002797,University of Brescia,Italy,University of Brescia,university of brescia
U002798,University of Brighton,United Kingdom,University of Brighton,university of brighton
U002799,University of Bristol,United Kingdom,University of Bristol,university of bristol
U002800,University of British Columbia,Canada,University of British Columbia,university of british columbia
U002801,University of Bucharest,Romania,University of Bucharest,university of bucharest
U002802,University of Buckingham,United Kingdom,University of Buckingham,university of buckingham
U002803,University of Burgos,Spain,University of Burgos,university of burgos
U002804,University of Cadiz,Spain,University of Cadiz,university of cadiz
U002805,University of Calabria,Italy,University of Calabria,university of calabria
U002806,University of Calcutta,India,University of Calcutta,university of calcutta
U002807,University of Caldas,Colombia,University of Caldas,university of caldas
U002808,University of Calgary,Canada,University of Calgary,university of calgary
U002809,"University of California, Berkeley (UCB)",United States,University of California Berkeley,university of california berkeley
U002809,"University of California, Berkeley (UCB)",United States,"University of California, Berkeley",university of california berkeley
U002809,"University of California, Berkeley (UCB)",United States,"University of California, Berkeley (UCB)",university of california berkeley ucb
U002810,"University of California, Davis",United States,University of California Davis,university of california davis
U002810,"University of California, Davis",United States,"University of California, Davis",university of california davis
U002811,"University of California, Irvine",United States,University of California Irvine,university of california irvine
U002811,"University of California, Irvine",United States,"University of California, Irvine",university of california irvine
U002812,"University of California, Los Angeles (UCLA)",United States,University of California Los Angeles,university of california los angeles
U002812,"University of California, Los Angeles (UCLA)",United States,"University of California, Los Angeles",university of california los angeles
U002812,"University of California, Los Angeles (UCLA)",United States,"University of California, Los Angeles (UCLA)",university of california los angeles ucla
U002813,"University of California, Merced",United States,University of California Merced,university of california merced
U002813,"University of California, Merced",United States,"University of California, Merced",university of california merced
U002814,"University of California, Riverside",United States,University of California Riverside,university of california riverside
U002814,"University of California, Riverside",United States,"University of California, Riverside",university of california riverside
U002815,"University of California, San Diego (UCSD)",United States,University of California San Diego,university of california san diego
U002815,"University of California, San Diego (UCSD)",United States,"University of California, San Diego",university of california san diego
U002815,"University of California, San Diego (UCSD)",United States,"University of California, San Diego (UCSD)",university of california san diego ucsd
U002816,"University of California, San Francisco",United States,University of California San Francisco,university of california san francisco
U002816,"University of California, San Francisco",United States,"University of California, San Francisco",university of california san francisco
U002817,"University of California, Santa Barbara (UCSB)",United States,University of California Santa Barbara,university of california santa barbara
U002817,"University of California, Santa Barbara (UCSB)",United States,"University of California, Santa Barbara",university of california santa barbara
U002817,"University of California, Santa Barbara (UCSB)",United States,"University of California, Santa Barbara (UCSB)",university of california santa barbara ucsb
U002818,"University of California, Santa Cruz",United States,University of California Santa Cruz,university of california santa cruz
U002818,"University of California, Santa Cruz",United States,"University of California, Santa Cruz",university of california santa cruz
U002819,University of Cambridge,United Kingdom,University of Cambridge,university of cambridge
U002820,University of Camerino (Unicam),Italy,University of Camerino,university of camerino
U002820,University of Camerino (Unicam),Italy,University of Camerino (Unicam),university of camerino unicam
U002821,University of Campania Luigi Vanvitelli,Italy,University of Campania Luigi Vanvitelli,university of campania luigi vanvitelli
U002822,University of Campinas,Brazil,University of Campinas,university of campinas
U002823,University of Canberra ,Australia,University of Canberra,university of canberra
U002824,University of Canterbury,New Zealand,University of Canterbury,university of canterbury
U002825,University of Canterbury | Te Whare Wānanga o Waitaha,New Zealand,University of Canterbury | Te Whare Wānanga o Waitaha,university of canterbury te whare wnanga o waitaha
U002826,University of Cape Coast,Ghana,University of Cape Coast,university of cape coast
U002827,University of Cape Town,South Africa,University of Cape Town,university of cape town
U002828,University of Carthage,Tunisia,University of Carthage,university of carthage
U002829,University of Castilla-La Mancha,Spain,University of Castilla La Mancha,university of castilla la mancha
U002829,University of Castilla-La Mancha,Spain,University of Castilla-La Mancha,university of castillala mancha
