university_id,university_name,world_rank,national_rank,overall_score,year,country,region,city,academic_reputation_score,employer_reputation_score,citations_score,university_type,publications_count,subject_field,citations_count,citations_per_faculty,research_output_score,h_index,research_productivity_index,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
102152,Berlin Technical University,561,35,93.5,2022,Germany,Europe,Berlin,89.6,85.8,98.9,Public,47866,Computer Science,2106104,863.16,95.1,317,0.8,63811,26750,41.92,5933,10.76,45:55:00,45,55,Postgraduate,43350,20461,463.6,105,10,77,76.9,77,22.93
102153,Lyon Royal University,489,31,92.6,2022,France,Europe,Lyon,97.3,100,86.5,Public,43571,Engineering,653565,181.19,93.2,151,0.55,58492,5945,10.16,1603,36.49,60:40:00,60,40,Undergraduate,50260,8232,488.3,111,5,75.6,75.7,75.8,22.57
102154,Cambridge Royal University,504,34,92.1,2022,United States,North America,Cambridge,93.9,97.1,88.7,Public,60543,Computer Science,2361177,936.98,89.1,410,2.23,41726,5963,14.29,2175,19.18,63:37:00,63,37,Both,31805,9921,509.5,95,6,74.5,74.7,74.9,22.74
102155,Heidelberg Metropolitan University,690,19,91.7,2022,Germany,Europe,Heidelberg,91.8,83.8,87.1,Private,80698,Arts & Humanities,3308618,462.16,95.2,185,1.61,69257,25661,37.05,4012,17.26,63:37:00,63,37,Postgraduate,45742,23515,463.6,105,10,77,76.9,77,22.93
102156,Berlin Technical University,625.5,23,91.6,2022,Germany,Europe,Berlin,92,93.4,82.2,Public,10032,Arts & Humanities,321024,85.15,97.6,94,5.09,35629,8642,24.26,1925,18.51,36:64,36,64,Postgraduate,29776,5853,463.6,105,10,77,76.9,77,22.93
102157,Montreal International University,625.5,22,91.7,2022,Canada,North America,Montreal,96.3,87.6,84.6,Public,71458,Natural Sciences,1786450,254.26,86.7,101,5.13,16321,3806,23.32,2804,5.82,53:47:00,53,47,Both,10379,5942,488.6,93,2,75.5,75.7,75.4,20.36
102158,Cambridge Royal University,675.5,25,90.4,2022,United Kingdom,Europe,Cambridge,89.2,86.9,86.9,Private,112128,Business,1569792,246.94,88.8,249,1.82,20068,8054,40.13,364,55.13,35:65,35,65,Postgraduate,16420,3648,509.6,103,11,74.5,74.7,73.2,23.83
102159,Tokyo Technical University,725.5,29,91.2,2022,Japan,Asia,Tokyo,94.9,91.3,86.9,Public,23071,Computer Science,807485,186.44,97.6,352,2.98,22836,3641,15.94,935,24.42,59:41:00,59,41,Undergraduate,13054,9782,471.4,112,3,76.5,76,76.1,22.69
102160,Kyoto State University,725.5,28,93,2022,Japan,Asia,Kyoto,93.5,93.6,84.5,Public,57420,Social Sciences,1435500,212.92,90.8,393,3.86,14733,1185,8.04,2523,5.84,41:59:00,41,59,Both,8583,6150,471.4,112,3,76.5,76,76.1,22.69
102161,Mumbai Royal University,775.5,28,92.7,2022,India,Asia,Mumbai,87.9,93.4,88.1,Public,18725,Arts & Humanities,543025,125.47,86,291,4.1,8833,1922,21.76,4381,2.02,61:39:00,61,39,Postgraduate,6774,2059,506.7,101,20,74.4,74.6,74.3,24.61
102162,Singapore National University,758,29,93.3,2022,Singapore,Asia,Singapore,92,97.3,100,Private,106911,Natural Sciences,4383351,598,93.1,139,5.89,13553,2495,18.41,1588,8.53,47:53:00,47,53,Both,11269,2284,545.6,106,26,72.7,72.6,72.9,22.87
102163,Mumbai Royal University,875.5,28,93.1,2022,India,Asia,Mumbai,96.1,85.3,100,Public,74717,Arts & Humanities,2241510,484.76,96,149,3.52,49647,6192,12.47,5993,8.28,60:40:00,60,40,Undergraduate,35534,14113,506.7,101,20,74.4,74.6,74.3,24.61
102164,Toronto Metropolitan University,875.5,29,93.1,2022,Canada,North America,Toronto,97.3,93.3,99.9,Private,6064,Engineering,236496,93,92.1,292,7.97,63382,25492,40.22,5522,11.48,44:56:00,44,56,Postgraduate,47485,15897,488.6,93,2,75.5,75.7,75.4,20.36
102165,Edinburgh Technical University,925.5,27,90.6,2022,United Kingdom,Europe,Edinburgh,92.3,94,87.5,Private,20814,Engineering,416280,79.14,88.3,93,1.88,63307,2583,4.08,1289,49.11,63:37:00,63,37,Both,55510,7797,509.6,103,11,74.5,74.7,73.2,23.83
102166,Beijing State University,1345,44,89.9,2022,China,Asia,Beijing,90.7,91.1,87.1,Public,102445,Arts & Humanities,1126895,233.12,90.9,95,2.83,30098,1211,4.02,3961,7.6,38:62,38,62,Undergraduate,25358,4740,511.8,87,9,74.3,74,73.4,22.42
102167,Paris National University,1373,48,90.4,2022,France,Europe,Paris,85.9,88.7,86.9,Public,98497,Engineering,3250401,688.94,90.8,337,3.42,51987,14127,27.17,617,84.26,40:60,40,60,Postgraduate,37050,14937,488.3,111,5,75.6,75.7,75.8,22.57
102168,Tokyo State University,1425,48,92.7,2022,Japan,Asia,Tokyo,97.3,99.7,96.6,Private,47805,Business,812685,109.59,98.4,125,5.79,66848,14057,21.03,5284,12.65,61:39:00,61,39,Postgraduate,42783,24065,471.4,112,3,76.5,76,76.1,22.69
102169,Berlin Metropolitan University,1507,7,90.7,2022,Germany,Europe,Berlin,92.8,87.5,81,Private,111497,Business,891976,121.27,93.4,188,6.58,68126,14585,21.41,2455,27.75,41:59:00,41,59,Both,48135,19991,463.6,105,10,77,76.9,77,22.93
102170,Nanjing Royal University,1574,118,90.4,2022,China,Asia,Nanjing,89.7,94.7,83.7,Private,97724,Business,1661308,217.62,97.3,448,2.38,26594,777,2.92,1247,21.33,45:55:00,45,55,Postgraduate,17195,9399,511.8,87,9,74.3,74,73.4,22.42
102171,Cambridge National University,1514,131,91.8,2022,United States,North America,Cambridge,95.4,85.8,99.8,Public,23322,Medicine,583050,126.97,93.4,202,5.49,45992,6803,14.79,2768,16.62,51:49:00,51,49,Undergraduate,35995,9997,509.5,95,6,74.5,74.7,74.9,22.74
102172,Nanjing International University,1487,101,92.1,2022,China,Asia,Nanjing,87.6,84.4,91.7,Private,67310,Engineering,1951990,456.61,89.7,433,2.2,38355,7369,19.21,4818,7.96,39:61,39,61,Both,33683,4672,511.8,87,9,74.3,74,73.4,22.42
102173,Cambridge Royal University,425.5,57,90.3,2022,United Kingdom,Europe,Cambridge,89,98.1,93.9,Public,113753,Business,1592542,318.64,96.5,170,5.43,15540,3350,21.56,2592,6,45:55:00,45,55,Postgraduate,11013,4527,509.6,103,11,74.5,74.7,73.2,23.83
102174,Berkeley International University,435.5,60,89.6,2022,United States,North America,Berkeley,89.4,85.4,92.2,Public,71992,Business,1223864,159.05,88.1,411,5.68,35662,5187,14.54,3727,9.57,62:38:00,62,38,Both,29282,6380,509.5,95,6,74.5,74.7,74.9,22.74
102175,Shanghai Technical University,453,57,89.6,2022,China,Asia,Shanghai,92,90.5,90.6,Public,18995,Engineering,246935,39.3,82.8,326,3.01,33231,5034,15.15,2097,15.85,46:54:00,46,54,Both,24814,8417,511.8,87,9,74.3,74,73.4,22.42
102176,Paris Metropolitan University,478,59,93.2,2022,France,Europe,Paris,89.1,96.1,85.6,Private,64241,Medicine,1798748,310.24,91.7,301,2.24,64072,10442,16.3,5703,11.23,43:57:00,43,57,Both,53148,10924,488.3,111,5,75.6,75.7,75.8,22.57
102177,Paris International University,505.5,63,91.3,2022,France,Europe,Paris,88.7,83.4,97.3,Public,47835,Medicine,2009070,2043.81,93.6,442,4.91,35147,6083,17.31,3623,9.7,55:45:00,55,45,Both,31458,3689,488.3,111,5,75.6,75.7,75.8,22.57
102178,Melbourne Metropolitan University,494,63,92.8,2022,Australia,Oceania,Melbourne,96.7,98.1,100,Public,59757,Computer Science,1075626,255.55,97.6,306,4.55,18743,4777,25.49,685,27.36,50:50:00,50,50,Both,14132,4611,516.7,87,1,74.1,74.2,73.6,24.22
102179,Singapore National University,525,64,90,2022,Singapore,Asia,Singapore,85.4,82.8,98.3,Public,116258,Natural Sciences,2557676,627.34,83.9,239,3.05,54601,8625,15.8,1164,46.91,50:50:00,50,50,Postgraduate,42005,12596,545.6,106,26,72.7,72.6,72.9,22.87
102180,Cambridge State University,530,67,92.3,2022,United Kingdom,Europe,Cambridge,94.2,87,84.7,Private,110075,Social Sciences,4733225,889.2,85.6,84,1.14,52621,8151,15.49,5563,9.46,53:47:00,53,47,Both,31918,20703,509.6,103,11,74.5,74.7,73.2,23.83
102181,Munich Royal University,615.5,77,91.8,2022,Germany,Europe,Munich,96.3,88.9,83.3,Public,97870,Business,2642490,661.95,92.6,130,3.49,50107,20866,41.64,4767,10.51,58:42:00,58,42,Postgraduate,42089,8018,463.6,105,10,77,76.9,77,22.93
102182,Paris International University,618,80,91.9,2022,France,Europe,Paris,93.7,93.5,95.8,Private,81819,Natural Sciences,654552,86.23,92,194,2.28,39221,4352,11.1,3379,11.61,46:54:00,46,54,Both,27365,11856,488.3,111,5,75.6,75.7,75.8,22.57
102183,Paris Technical University,1182,92,91.8,2022,France,Europe,Paris,96.5,97.7,95.2,Private,90482,Medicine,3619280,506.19,93.6,436,6.78,28271,7520,26.6,2728,10.36,64:36:00,64,36,Both,20882,7389,488.3,111,5,75.6,75.7,75.8,22.57
102184,Delhi National University,1278,95,90.1,2022,India,Asia,Delhi,92.4,88.7,82.7,Public,87938,Business,2022574,293.47,89.7,194,5.03,23287,7711,33.11,2614,8.91,57:43:00,57,43,Postgraduate,13568,9719,506.7,101,20,74.4,74.6,74.3,24.61
102185,Bengaluru International University,1406,102,88.8,2022,India,Asia,Bengaluru,91.2,86.5,80.4,Public,62281,Arts & Humanities,1307901,813.37,82.7,191,0.52,26775,8470,31.63,3894,6.88,56:44:00,56,44,Both,19978,6797,506.7,101,20,74.4,74.6,74.3,24.61
102186,Lyon International University,1532,104,90.3,2022,France,Europe,Lyon,92.9,83.2,90.7,Public,30218,Business,1178502,164.39,92.9,304,5.29,43149,2292,5.31,5993,7.2,56:44:00,56,44,Undergraduate,32811,10338,488.3,111,5,75.6,75.7,75.8,22.57
102187,Edinburgh Technical University,1660,107,92.2,2022,United Kingdom,Europe,Edinburgh,91.8,94.4,100,Private,39390,Arts & Humanities,1654380,251.31,90.8,143,1.39,33825,12411,36.69,1597,21.18,44:56:00,44,56,Both,25821,8004,509.6,103,11,74.5,74.7,73.2,23.83
102188,New York International University,1744,110,90.3,2022,United States,North America,New York,86.7,93.4,94.2,Public,53353,Computer Science,1974061,1006.15,87,338,5.35,15744,4634,29.43,5745,2.74,50:50:00,50,50,Undergraduate,8972,6772,509.5,95,6,74.5,74.7,74.9,22.74
102189,Chennai National University,1921,107,89,2022,India,Asia,Chennai,86.7,86.3,91.2,Public,107133,Computer Science,1928394,302.83,94.5,323,6.98,64641,16948,26.22,5282,12.24,52:48:00,52,48,Undergraduate,56677,7964,506.7,101,20,74.4,74.6,74.3,24.61
102190,Melbourne Technical University,2027,102,92,2022,Australia,Oceania,Melbourne,93.3,91.6,87.9,Public,65238,Computer Science,1565712,196.57,86.2,288,7.18,27639,6017,21.77,2757,10.03,45:55:00,45,55,Undergraduate,16032,11607,516.7,87,1,74.1,74.2,73.6,24.22
102191,Paris International University,691,4,90.1,2022,France,Europe,Paris,85.3,85.2,84.1,Public,69178,Arts & Humanities,2352052,369.99,87.4,284,3.16,8572,1878,21.91,2713,3.16,43:57:00,43,57,Postgraduate,5341,3231,488.3,111,5,75.6,75.7,75.8,22.57
102192,Berlin National University,252,1,91,2022,Germany,Europe,Berlin,92.1,96.5,93.5,Public,90953,Medicine,3456214,772.17,91.1,130,7.08,18629,4387,23.55,828,22.5,44:56:00,44,56,Postgraduate,15440,3189,463.6,105,10,77,76.9,77,22.93
102193,Beijing Metropolitan University,245,1,91,2022,China,Asia,Beijing,88,88.6,96.2,Private,111244,Medicine,4561004,1645.98,84.6,273,8.01,44228,5077,11.48,5223,8.47,57:43:00,57,43,Undergraduate,28311,15917,511.8,87,9,74.3,74,73.4,22.42
102194,Paris State University,271,1,91.4,2022,France,Europe,Paris,96.3,95.8,100,Public,32870,Medicine,1347670,504.18,95,444,0.71,44977,18430,40.98,1102,40.81,53:47:00,53,47,Undergraduate,37344,7633,488.3,111,5,75.6,75.7,75.8,22.57
102195,Vancouver State University,247,1,88.8,2022,Canada,North America,Vancouver,89.6,84.3,96.2,Public,58163,Computer Science,1803053,399.79,92.2,141,1.39,50506,19957,39.51,1683,30.01,57:43:00,57,43,Both,32959,17547,488.6,93,2,75.5,75.7,75.4,20.36
102196,Delhi Metropolitan University,208,1,91.8,2022,India,Asia,Delhi,96.8,93.8,87.2,Public,17196,Engineering,584664,128.64,92.8,332,4.1,13018,5636,43.29,4994,2.61,48:52:00,48,52,Postgraduate,7195,5823,506.7,101,20,74.4,74.6,74.3,24.61
102197,Brisbane State University,215,1,89,2022,Australia,Oceania,Brisbane,93,84.9,87.6,Public,95303,Natural Sciences,4002726,531.57,88.4,150,6.25,69330,11651,16.81,5491,12.63,35:65,35,65,Postgraduate,56850,12480,516.7,87,1,74.1,74.2,73.6,24.22
102198,Hyderabad Metropolitan University,224,1,88.4,2022,India,Asia,Hyderabad,89.9,85.1,86.1,Private,23108,Social Sciences,323512,85.63,84.1,146,5.28,5256,918,17.47,4585,1.15,48:52:00,48,52,Both,4460,796,506.7,101,20,74.4,74.6,74.3,24.61
102199,Sydney State University,211,1,88.7,2022,Australia,Oceania,Sydney,88,87.9,96.1,Private,97032,Arts & Humanities,2037672,548.2,88.9,120,1.77,21474,1754,8.17,2705,7.94,45:55:00,45,55,Both,19320,2154,516.7,87,1,74.1,74.2,73.6,24.22
102200,Singapore International University,229,1,89.1,2022,Singapore,Asia,Singapore,84.9,86.6,90.8,Private,89520,Medicine,895200,244.12,91.8,173,6.55,19216,2943,15.32,5043,3.81,42:58:00,42,58,Postgraduate,14819,4397,545.6,106,26,72.7,72.6,72.9,22.87
102201,Beijing Metropolitan University,221,1,89.9,2022,China,Asia,Beijing,94.1,86.1,82.6,Public,73269,Engineering,1099035,166.7,87.4,310,0.72,33045,6988,21.15,1757,18.81,46:54:00,46,54,Both,27331,5714,511.8,87,9,74.3,74,73.4,22.42
102202,London Metropolitan University,1488,38,90.1,2022,United Kingdom,Europe,London,89.9,86.6,85.1,Private,18949,Natural Sciences,663215,454.57,88,345,7.47,49882,22279,44.66,2247,22.2,35:65,35,65,Undergraduate,33069,16813,509.6,103,11,74.5,74.7,73.2,23.83
102203,Delhi Metropolitan University,1534,37,88.5,2022,India,Asia,Delhi,83.9,93.8,85.7,Private,84066,Natural Sciences,1260990,2370.28,90.6,383,2.69,14450,1651,11.43,5503,2.63,46:54:00,46,54,Undergraduate,11380,3070,506.7,101,20,74.4,74.6,74.3,24.61
102204,Paris State University,1577,36,88.1,2022,France,Europe,Paris,83.3,90.9,81.5,Private,64808,Arts & Humanities,2786744,396.07,83.1,264,7.2,42498,18748,44.12,4498,9.45,63:37:00,63,37,Both,31189,11309,488.3,111,5,75.6,75.7,75.8,22.57
102205,Montreal National University,714,20,91.2,2022,Canada,North America,Montreal,90.9,93.4,81.4,Public,65067,Natural Sciences,2732814,2021.31,91,257,0.89,29889,8931,29.88,2985,10.01,39:61,39,61,Both,19511,10378,488.6,93,2,75.5,75.7,75.4,20.36
102206,New York International University,786,24,91.5,2022,United States,North America,New York,87.3,86.5,94.4,Public,68876,Engineering,2341784,643.52,98,91,8.21,43232,15015,34.73,5949,7.27,44:56:00,44,56,Postgraduate,32521,10711,509.5,95,6,74.5,74.7,74.9,22.74
102207,Singapore Technical University,860,23,90.4,2022,Singapore,Asia,Singapore,91.6,95.3,96,Public,100938,Social Sciences,1413132,833.71,87.9,374,3.91,23303,8588,36.85,5949,3.92,41:59:00,41,59,Undergraduate,15011,8292,545.6,106,26,72.7,72.6,72.9,22.87
102208,Heidelberg State University,981,26,90.3,2022,Germany,Europe,Heidelberg,94.5,91.8,98.2,Public,107276,Natural Sciences,4183764,3578.93,94.3,234,4.01,61986,21513,34.71,4368,14.19,36:64,36,64,Undergraduate,35057,26929,463.6,105,10,77,76.9,77,22.93
102209,Nanjing State University,1063,26,90.1,2022,China,Asia,Nanjing,89.8,85.3,80.3,Public,46355,Social Sciences,602615,169.56,87.5,449,7.95,47317,14267,30.15,3744,12.64,42:58:00,42,58,Both,39571,7746,511.8,87,9,74.3,74,73.4,22.42
102210,Toronto National University,1001,21,89.9,2022,Canada,North America,Toronto,90.9,96.3,92.4,Private,97054,Natural Sciences,3105728,981.58,92.3,251,1.44,18453,3863,20.93,3526,5.23,55:45:00,55,45,Undergraduate,12667,5786,488.6,93,2,75.5,75.7,75.4,20.36
102211,Cambridge Metropolitan University,1100.5,19,91,2022,United States,North America,Cambridge,94.3,83.1,89.2,Private,74775,Engineering,1345950,678.4,87.8,218,2.38,30194,5740,19.01,2475,12.2,65:35:00,65,35,Both,26325,3869,509.5,95,6,74.5,74.7,74.9,22.74
102212,Shanghai National University,1220,23,89.8,2022,China,Asia,Shanghai,88.3,95.8,87.8,Public,75144,Medicine,751440,96.2,91.8,189,2.66,44482,8457,19.01,4673,9.52,65:35:00,65,35,Both,33720,10762,511.8,87,9,74.3,74,73.4,22.42
102213,Lyon Technical University,1100.5,21,89.8,2022,France,Europe,Lyon,91.8,84.8,99.2,Public,119329,Social Sciences,2386580,1985.51,88.3,381,8.18,16039,3239,20.19,3452,4.65,44:56:00,44,56,Undergraduate,8918,7121,488.3,111,5,75.6,75.7,75.8,22.57
102214,Kyoto National University,1100.5,21,87.5,2022,Japan,Asia,Kyoto,87,80.5,79.6,Private,83768,Medicine,2680576,760.02,81.9,246,5.34,59372,884,1.49,4726,12.56,47:53:00,47,53,Both,39473,19899,471.4,112,3,76.5,76,76.1,22.69
102215,Kyoto Royal University,1100.5,22,88.3,2022,Japan,Asia,Kyoto,88.9,84.2,96.6,Private,68852,Social Sciences,963928,137.78,83.3,290,4.64,38683,4120,10.65,359,107.75,50:50:00,50,50,Both,29774,8909,471.4,112,3,76.5,76,76.1,22.69
102216,Boston Royal University,544,12,89.1,2022,United States,North America,Boston,88.3,85.1,93.4,Private,44868,Business,1301172,268.28,89.7,123,5.67,51971,20431,39.31,5627,9.24,38:62,38,62,Postgraduate,31592,20379,509.5,95,6,74.5,74.7,74.9,22.74
102217,Berlin State University,386,13,88.7,2022,Germany,Europe,Berlin,88.1,91.9,98.1,Private,10008,Engineering,240192,31.5,90.9,151,6.94,27623,10015,36.26,3935,7.02,63:37:00,63,37,Undergraduate,19169,8454,463.6,105,10,77,76.9,77,22.93
102218,Beijing Metropolitan University,1001,33,87.4,2022,China,Asia,Beijing,88.1,93.8,77.7,Private,112763,Medicine,1353156,185.41,89.6,215,0.72,62569,19300,30.85,475,131.72,45:55:00,45,55,Both,41059,21510,511.8,87,9,74.3,74,73.4,22.42
102219,Lyon Royal University,397,15,90.2,2022,France,Europe,Lyon,95,94.9,93.7,Public,61963,Engineering,2044779,553.09,93.6,328,3.35,14944,2153,14.41,5577,2.68,44:56:00,44,56,Postgraduate,9169,5775,488.3,111,5,75.6,75.7,75.8,22.57
102220,Oxford State University,412,15,88.5,2022,United Kingdom,Europe,Oxford,84.1,88,89.5,Public,59089,Business,1299958,408.66,82.1,399,3.87,38526,1649,4.28,1143,33.71,53:47:00,53,47,Undergraduate,23064,15462,509.6,103,11,74.5,74.7,73.2,23.83
102221,Beijing Technical University,403,15,87.3,2022,China,Asia,Beijing,92.3,94.6,80.8,Private,56612,Computer Science,1641748,505.15,87.4,184,1.52,68561,14291,20.84,1107,61.93,41:59:00,41,59,Postgraduate,45758,22803,511.8,87,9,74.3,74,73.4,22.42
102222,Sydney Royal University,414,14,89.5,2022,Australia,Oceania,Sydney,93.5,82.3,86,Private,91661,Computer Science,2016542,2366.83,86.3,450,3.69,53117,10171,19.15,439,121,59:41:00,59,41,Undergraduate,37639,15478,516.7,87,1,74.1,74.2,73.6,24.22
102223,Tokyo Royal University,392,14,88.2,2022,Japan,Asia,Tokyo,90.1,92.6,83.4,Private,113218,Arts & Humanities,2604014,1064.17,86.5,368,1.71,27585,2509,9.1,5108,5.4,48:52:00,48,52,Undergraduate,17618,9967,471.4,112,3,76.5,76,76.1,22.69
102224,Toronto Technical University,494,15,88.7,2022,Canada,North America,Toronto,84.6,83.2,98.5,Public,111028,Social Sciences,3219812,989.49,88.5,424,1.2,13771,3062,22.24,1122,12.27,40:60,40,60,Undergraduate,8074,5697,488.6,93,2,75.5,75.7,75.4,20.36
102225,Nanjing International University,489,15,90.3,2022,China,Asia,Nanjing,92.7,97.2,95.4,Public,51390,Medicine,873630,263.46,86.2,311,7.17,11712,4027,34.38,1306,8.97,58:42:00,58,42,Postgraduate,7000,4712,511.8,87,9,74.3,74,73.4,22.42
102226,Kyoto Metropolitan University,479,13,87.5,2022,Japan,Asia,Kyoto,82.6,94.5,81.2,Public,25365,Social Sciences,405840,169.67,94.1,310,1.23,69968,12667,18.1,2848,24.57,42:58:00,42,58,Both,62678,7290,471.4,112,3,76.5,76,76.1,22.69
102227,Oxford National University,1346,39,87.2,2022,United Kingdom,Europe,Oxford,92.1,81.8,92.2,Public,3142,Social Sciences,141390,63.15,90.3,295,6.99,33112,10380,31.35,2402,13.79,39:61,39,61,Undergraduate,18761,14351,509.6,103,11,74.5,74.7,73.2,23.83
102228,Berlin National University,1100.5,33,89.9,2022,Germany,Europe,Berlin,86.7,96.7,86.1,Private,46618,Computer Science,1491776,189.79,88.7,285,6.18,10829,220,2.03,1940,5.58,52:48:00,52,48,Postgraduate,9146,1683,463.6,105,10,77,76.9,77,22.93
102229,Paris Royal University,1038,34,87.2,2022,France,Europe,Paris,90.1,82.1,82.6,Private,73276,Medicine,3077592,404.89,93.2,331,6.68,31818,9856,30.98,3869,8.22,46:54:00,46,54,Postgraduate,22652,9166,488.3,111,5,75.6,75.7,75.8,22.57
102230,Tokyo National University,1100.5,34,90,2022,Japan,Asia,Tokyo,92.7,87.5,84.7,Private,61451,Natural Sciences,1474824,280.01,92.8,113,8.09,31621,608,1.92,4472,7.07,43:57:00,43,57,Both,24906,6715,471.4,112,3,76.5,76,76.1,22.69
102231,Heidelberg Metropolitan University,1100.5,33,87.6,2022,Germany,Europe,Heidelberg,90.5,90.2,83.6,Public,41815,Social Sciences,1714415,503.06,91.6,282,6.73,56843,24141,42.47,2842,20,44:56:00,44,56,Postgraduate,50574,6269,463.6,105,10,77,76.9,77,22.93
102232,Montreal Royal University,1100.5,29,88.3,2022,Canada,North America,Montreal,85.5,92.9,80,Private,32711,Medicine,1373862,879.55,87.5,224,5.81,12553,1133,9.03,2033,6.17,58:42:00,58,42,Postgraduate,9545,3008,488.6,93,2,75.5,75.7,75.4,20.36
102233,Melbourne State University,721,24,89.6,2022,Australia,Oceania,Melbourne,92.6,88.7,96.9,Public,30539,Engineering,335929,60.2,96.1,315,4.99,20807,3553,17.08,2391,8.7,47:53:00,47,53,Both,15516,5291,516.7,87,1,74.1,74.2,73.6,24.22
102234,Paris Metropolitan University,701,29,88.4,2022,France,Europe,Paris,90.2,93.5,88.6,Private,96533,Medicine,2027193,262.05,94.2,244,0.61,20481,8247,40.27,2785,7.35,52:48:00,52,48,Undergraduate,15841,4640,488.3,111,5,75.6,75.7,75.8,22.57
102235,Montreal Metropolitan University,900.5,31,87.8,2022,Canada,North America,Montreal,92.6,86.3,79.3,Private,94566,Arts & Humanities,3120678,1708.09,90.3,446,1.92,20076,8330,41.49,1308,15.35,65:35:00,65,35,Postgraduate,17371,2705,488.6,93,2,75.5,75.7,75.4,20.36
102236,Beijing Royal University,725.5,30,86.5,2022,China,Asia,Beijing,84.1,90.5,81.4,Private,36289,Natural Sciences,1016092,321.96,83.5,81,1.21,47954,4712,9.83,1445,33.19,37:63,37,63,Undergraduate,41606,6348,511.8,87,9,74.3,74,73.4,22.42
102237,Hyderabad Metropolitan University,725.5,29,86.2,2022,India,Asia,Hyderabad,86.9,80.7,94.7,Private,21862,Engineering,218620,118.11,89.3,238,7.52,58045,16427,28.3,3795,15.3,48:52:00,48,52,Both,50525,7520,506.7,101,20,74.4,74.6,74.3,24.61
102238,Kyoto International University,775.5,29,88.8,2022,Japan,Asia,Kyoto,84,80.9,97.7,Private,88929,Natural Sciences,3379302,751.79,84.9,433,7.32,43032,13468,31.3,1817,23.68,46:54:00,46,54,Undergraduate,33694,9338,471.4,112,3,76.5,76,76.1,22.69
