university_id,university_name,world_rank,national_rank,year,country,region,city,overall_score,academic_reputation_score,employer_reputation_score,citations_score,university_type,publications_count,subject_field,citations_count,citations_per_faculty,research_output_score,h_index,research_productivity_index,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
100703,Cambridge National University,344,17,2020,United States,North America,Cambridge,75.67,64.1,73.6,61.1,Private,8154,Business,212004,59.19,73.1,429,7.42,56479,24316,43.05,4860,11.3,54,46,Undergraduate,39660,16819,568.1,109,14,71.5,71.4,70.2,21.95
100704,Kyoto Technical University,563,25,2020,Japan,Asia,Kyoto,60.18,68.1,65.3,69.8,Private,42438,Medicine,1188264,514.85,59.9,339,6.94,6893,1791,25.98,1371,24.23,42,58,Postgraduate,5858,1035,509.2,90,3,74.6,75,75.3,21.83
100705,Cambridge Technical University,460,22,2020,United States,North America,Cambridge,67.45,63.6,72,55.3,Private,90508,Social Sciences,3167780,1748.22,70.1,140,1.9,24274,3016,12.42,4002,12.89,48,52,Both,21543,2731,568.1,109,14,71.5,71.4,70.2,21.95
100706,Cambridge International University,318,24,2020,United Kingdom,Europe,Cambridge,77.35,67.2,68.7,69.4,Private,34925,Business,1466850,208.72,63.3,278,8.45,5401,2248,41.62,422,13.99,38,62,Both,3867,1534,488.1,101,1,75.5,75.6,75.1,22.23
100707,Shanghai National University,90,18,2020,China,Asia,Shanghai,93.43,69.4,63,59.7,Private,23510,Medicine,822850,732.72,59.5,136,7.86,8504,885,10.41,4631,29.35,43,57,Undergraduate,5358,3146,447.1,106,9,77.6,77.7,77.1,23.52
100708,Nanjing State University,541,18,2020,China,Asia,Nanjing,61.86,71,61.3,59.1,Private,90047,Medicine,3872021,625.43,70.1,337,3.09,21594,5981,27.7,2498,25.37,36,64,Postgraduate,12114,9480,447.1,106,9,77.6,77.7,77.1,23.52
100709,Oxford State University,514,13,2020,United Kingdom,Europe,Oxford,63.85,65.3,62.3,68.6,Private,82580,Social Sciences,3220620,529.01,69.3,123,4.11,64059,25397,39.65,3561,28.82,59,41,Both,39857,24202,488.1,101,1,75.5,75.6,75.1,22.23
100710,Osaka State University,216,8,2020,Japan,Asia,Osaka,84.81,64.6,58.3,66.9,Public,107014,Medicine,1284168,234.77,70.1,206,7.11,21707,5439,25.06,5504,9.59,41,59,Both,12191,9516,509.2,90,3,74.6,75,75.3,21.83
100711,Munich National University,553,9,2020,Germany,Europe,Munich,61.2,66.7,62.9,64,Private,39565,Medicine,1582600,200,58.4,297,3.26,16288,2334,14.33,2381,7.91,43,57,Postgraduate,14184,2104,510.9,109,6,74.3,74.1,73.9,24.02
100712,Paris Technical University,950,9,2020,France,Europe,Paris,33.41,64.3,66.6,68.5,Private,89755,Arts & Humanities,2513140,1016.23,64.5,143,1.68,34916,8280,23.71,4498,11.39,56,44,Both,22325,12591,536.5,85,11,73,73.2,72.3,21.62
100713,Paris International University,542,10,2020,France,Europe,Paris,61.95,66.3,69.7,56.4,Private,112067,Social Sciences,4034412,663.77,59.2,272,2.36,58098,2984,5.14,5200,8.07,52,48,Postgraduate,47157,10941,536.5,85,11,73,73.2,72.3,21.62
100714,Vancouver State University,282,11,2020,Canada,North America,Vancouver,80.13,60.6,72.2,74.3,Public,88446,Social Sciences,3803178,827.68,58,160,8.05,42131,6934,16.46,1712,16.36,51,49,Both,35955,6176,494.1,84,24,75.2,75,76.3,20.03
100715,Sydney National University,897,12,2020,Australia,Oceania,Sydney,37.06,62.7,61.9,60.1,Public,7938,Arts & Humanities,71442,15.33,67.3,385,5.87,41576,15806,38.02,3464,18.19,38,62,Postgraduate,23029,18547,500.4,107,2,75,74.9,74.2,22.7
100716,Bengaluru International University,470,10,2020,India,Asia,Bengaluru,66.99,60.6,64.9,55.7,Private,65253,Arts & Humanities,1631325,413.1,68.7,361,5.63,17778,2629,14.79,2834,21.31,48,52,Both,15168,2610,507.5,86,7,74.5,74.2,74.4,21.8
100717,Tokyo National University,121,12,2020,Japan,Asia,Tokyo,91.38,63.2,62.7,70.3,Private,51701,Medicine,1861236,253.85,59.5,90,7.72,8019,1835,22.88,3845,14.99,63,37,Undergraduate,6286,1733,509.2,90,3,74.6,75,75.3,21.83
100718,Melbourne National University,711,14,2020,Australia,Oceania,Melbourne,50.04,60.3,66.1,72.7,Private,79526,Natural Sciences,1988150,291.22,65.9,101,4.68,5985,1554,25.96,4901,14.52,59,41,Undergraduate,3699,2286,500.4,107,2,75,74.9,74.2,22.7
100719,Osaka Technical University,924,14,2020,Japan,Asia,Osaka,35.13,64.6,65.1,64.6,Private,85267,Computer Science,3751748,2553.95,63.8,429,5.78,36804,2430,6.6,3282,23.15,35,65,Postgraduate,25021,11783,509.2,90,3,74.6,75,75.3,21.83
100720,Toronto National University,583,17,2020,Canada,North America,Toronto,58.94,65.7,71.5,62.8,Private,84714,Computer Science,3473274,664.23,64.6,175,3.54,24839,1338,5.39,4832,15.89,62,38,Undergraduate,13712,11127,494.1,84,24,75.2,75,76.3,20.03
100721,Singapore Royal University,607,15,2020,Singapore,Asia,Singapore,57.3,61,61.4,66.7,Public,104768,Business,1257216,973.83,65.2,410,4.91,23371,1555,6.65,5285,7.14,57,43,Postgraduate,17698,5673,455.8,123,12,77.3,77.2,77.8,24.59
100722,Berkeley Royal University,858,11,2020,United States,North America,Berkeley,39.81,59.3,68.1,59.9,Public,40489,Computer Science,1255159,280.04,67.6,103,3.05,56085,16623,29.64,1335,27.25,35,65,Postgraduate,47432,8653,568.1,109,14,71.5,71.4,70.2,21.95
100723,Tokyo Royal University,315,47,2020,Japan,Asia,Tokyo,77.1,68,62.8,57.7,Private,19827,Engineering,495675,66.6,68.6,170,4.52,65263,18399,28.19,5305,19.74,45,55,Undergraduate,56165,9098,509.2,90,3,74.6,75,75.3,21.83
100724,Heidelberg Technical University,79,57,2020,Germany,Europe,Heidelberg,93.42,67.1,55.3,71,Public,73073,Engineering,2265263,4111.19,61.9,110,6.79,66798,18480,27.67,5555,26.68,57,43,Undergraduate,54344,12454,510.9,109,6,74.3,74.1,73.9,24.02
100725,London State University,902,59,2020,United Kingdom,Europe,London,35.77,65.9,66,56.6,Private,109078,Social Sciences,3926808,4195.31,66.6,149,2.1,7151,1943,27.17,880,13.54,60,40,Undergraduate,5009,2142,488.1,101,1,75.5,75.6,75.1,22.23
100726,Hyderabad International University,286,59,2020,India,Asia,Hyderabad,78.89,61.8,66.8,70.4,Private,70406,Business,2605022,670.71,65.8,373,2.21,61194,13554,22.15,3123,16.78,39,61,Undergraduate,46404,14790,507.5,86,7,74.5,74.2,74.4,21.8
100727,Singapore International University,630,62,2020,Singapore,Asia,Singapore,54.75,65.2,66.9,53.2,Private,45553,Computer Science,455530,258.97,60.4,367,5.81,31429,3683,11.72,5908,17.73,40,60,Both,18041,13388,455.8,123,12,77.3,77.2,77.8,24.59
100728,Montreal Metropolitan University,954,66,2020,Canada,North America,Montreal,31.99,61,64,54,Private,58264,Computer Science,2097504,1005.03,64.5,192,8.42,21473,4958,23.09,4739,21.68,51,49,Postgraduate,13277,8196,494.1,84,24,75.2,75,76.3,20.03
100729,Tokyo Metropolitan University,724,64,2020,Japan,Asia,Tokyo,48.13,58.4,67.9,71.4,Public,94364,Social Sciences,1038004,278.81,60.9,397,3.18,10246,3033,29.6,3552,5.09,40,60,Undergraduate,6374,3872,509.2,90,3,74.6,75,75.3,21.83
100730,Heidelberg National University,182,65,2020,Germany,Europe,Heidelberg,86.05,61.1,58.4,57.1,Public,104093,Computer Science,4163720,1132.37,59.4,431,0.65,26530,4882,18.4,3946,17.79,56,44,Both,18204,8326,510.9,109,6,74.3,74.1,73.9,24.02
100731,Cambridge National University,969,57,2020,United Kingdom,Europe,Cambridge,31.12,60.9,70.5,69.8,Private,119977,Computer Science,5278988,1540.41,69.3,110,0.58,61356,13736,22.39,715,27.89,37,63,Both,40607,20749,488.1,101,1,75.5,75.6,75.1,22.23
100732,Lyon National University,261,56,2020,France,Europe,Lyon,80.7,67.1,62.4,67.8,Public,94298,Computer Science,1885960,254.24,57.3,384,4.91,65997,11645,17.64,5132,13.86,56,44,Both,44756,21241,536.5,85,11,73,73.2,72.3,21.62
100733,Melbourne Royal University,186,50,2020,Australia,Oceania,Melbourne,86.07,66.1,56.1,57.7,Public,18522,Computer Science,185220,24.07,58.2,103,4.55,50791,9363,18.43,827,28.9,37,63,Both,37583,13208,500.4,107,2,75,74.9,74.2,22.7
100734,Melbourne Royal University,387,2,2020,Australia,Oceania,Melbourne,72.96,60.5,55,53.1,Private,65818,Social Sciences,2895992,553.62,55.1,89,3.68,33080,13554,40.97,4785,18.72,36,64,Postgraduate,19047,14033,500.4,107,2,75,74.9,74.2,22.7
100735,Vancouver State University,78,2,2020,Canada,North America,Vancouver,94.59,61.4,64.8,72.8,Public,51147,Social Sciences,1125234,1684.48,56.6,331,4.17,54726,5200,9.5,3037,19.82,45,55,Postgraduate,30253,24473,494.1,84,24,75.2,75,76.3,20.03
100736,Tokyo International University,663,2,2020,Japan,Asia,Tokyo,53.64,60.6,64.4,65.6,Public,88703,Natural Sciences,3902932,624.07,66.9,192,6.81,25166,5473,21.75,1080,29.09,37,63,Undergraduate,13975,11191,509.2,90,3,74.6,75,75.3,21.83
100737,Hyderabad Technical University,273,2,2020,India,Asia,Hyderabad,80.94,58.6,68.6,53.9,Private,53456,Medicine,1924416,836.34,66.2,395,7.92,23454,5530,23.58,4039,12.95,45,55,Both,19091,4363,507.5,86,7,74.5,74.2,74.4,21.8
100738,Tokyo State University,669,6,2020,Japan,Asia,Tokyo,53.14,65.8,57.6,52.9,Public,92992,Engineering,1580864,372.14,61,346,1.99,21766,7618,35,4095,7.07,63,37,Postgraduate,12159,9607,509.2,90,3,74.6,75,75.3,21.83
100739,Melbourne Royal University,575,11,2020,Australia,Oceania,Melbourne,59.62,64.4,65.1,54.9,Private,48212,Engineering,1976692,284.99,56.2,373,7.78,52368,190,0.36,5922,6.53,46,54,Undergraduate,39168,13200,500.4,107,2,75,74.9,74.2,22.7
100740,Nanjing Royal University,137,20,2020,China,Asia,Nanjing,90.1,63.5,67,55.6,Private,74877,Natural Sciences,3069957,3553.19,66.7,253,7.84,36375,8815,24.23,5246,26.58,62,38,Undergraduate,22755,13620,447.1,106,9,77.6,77.7,77.1,23.52
100741,Munich Royal University,872,39,2020,Germany,Europe,Munich,38.27,61.3,68.5,64.5,Public,2159,Engineering,23749,12.15,65.6,394,2.86,13353,5172,38.73,2173,16.76,39,61,Postgraduate,10440,2913,510.9,109,6,74.3,74.1,73.9,24.02
100743,Cambridge International University,755,33,2020,United Kingdom,Europe,Cambridge,46.58,63.8,55.1,52.9,Public,45970,Arts & Humanities,505670,131.86,57.6,180,0.52,69511,27079,38.96,770,11.2,46,54,Postgraduate,55632,13879,488.1,101,1,75.5,75.6,75.1,22.23
100744,Oxford Royal University,885,16,2020,United Kingdom,Europe,Oxford,37.82,60.7,67.7,71,Public,99294,Engineering,1191528,274.1,61.9,391,0.83,66924,5264,7.87,5068,21.5,58,42,Undergraduate,59195,7729,488.1,101,1,75.5,75.6,75.1,22.23
100745,Paris State University,410,21,2020,France,Europe,Paris,70.97,57.6,55.3,60.5,Public,117972,Engineering,3657132,494.81,61.3,281,4.18,54357,1379,2.54,3438,11.22,42,58,Both,43221,11136,536.5,85,11,73,73.2,72.3,21.62
100746,Berlin Royal University,934,24,2020,Germany,Europe,Berlin,34.23,61.8,70.1,66.2,Public,81253,Computer Science,1625060,254.91,58.6,293,3.25,24811,10654,42.94,5252,8.11,47,53,Undergraduate,15098,9713,510.9,109,6,74.3,74.1,73.9,24.02
100747,Melbourne Royal University,432,32,2020,Australia,Oceania,Melbourne,69.21,66.7,71.4,65.4,Public,44016,Social Sciences,1100400,182.88,59.4,427,4.62,38635,1337,3.46,4672,15.38,58,42,Both,27915,10720,500.4,107,2,75,74.9,74.2,22.7
100748,Lyon International University,367,30,2020,France,Europe,Lyon,73.8,59.8,57.2,54.1,Public,38927,Arts & Humanities,1440299,709.86,66.8,421,0.96,39840,7778,19.52,2142,26.99,42,58,Undergraduate,25547,14293,536.5,85,11,73,73.2,72.3,21.62
100749,Singapore National University,496,21,2020,Singapore,Asia,Singapore,64.95,62.1,70.3,70,Private,53171,Computer Science,2339524,387.98,61.2,249,6.87,31304,9664,30.87,2497,28.37,58,42,Postgraduate,25676,5628,455.8,123,12,77.3,77.2,77.8,24.59
100750,Lyon National University,830,9,2020,France,Europe,Lyon,41.81,59.1,54.6,58.2,Public,50488,Arts & Humanities,454392,93,64.1,84,5.08,65640,27534,41.95,5365,15.81,64,36,Postgraduate,57695,7945,536.5,85,11,73,73.2,72.3,21.62
100751,Kyoto Technical University,736,2,2020,Japan,Asia,Kyoto,48.53,65.1,53.1,68.3,Private,38199,Engineering,611184,248.25,59.1,447,5.21,12776,2226,17.42,1787,24.4,47,53,Both,7574,5202,509.2,90,3,74.6,75,75.3,21.83
100752,London International University,707,2,2020,United Kingdom,Europe,London,50.56,64.3,60.5,59.5,Private,88217,Natural Sciences,3264029,1388.36,55.7,428,7.73,6965,2237,32.12,5588,6.05,56,44,Postgraduate,5612,1353,488.1,101,1,75.5,75.6,75.1,22.23
100753,Bengaluru International University,516,2,2020,India,Asia,Bengaluru,63.93,64.3,63.7,66,Public,25097,Engineering,878395,112.85,66.9,315,2.58,60321,22341,37.04,5628,23.95,63,37,Postgraduate,47505,12816,507.5,86,7,74.5,74.2,74.4,21.8
100754,Kyoto Royal University,481,2,2020,Japan,Asia,Kyoto,66.38,60.6,60.4,62.7,Private,54468,Arts & Humanities,1525104,398.1,56.8,319,0.53,23262,1064,4.57,5589,27.08,61,39,Undergraduate,13173,10089,509.2,90,3,74.6,75,75.3,21.83
100755,Cambridge National University,714,2,2020,United States,North America,Cambridge,50.07,64,65.9,53.5,Public,26419,Arts & Humanities,739732,172.31,64.5,179,1.46,6734,2524,37.48,2766,15.66,42,58,Undergraduate,5984,750,568.1,109,14,71.5,71.4,70.2,21.95
100756,Stanford National University,280,2,2020,United States,North America,Stanford,80.45,60.2,65.1,62.1,Private,53218,Natural Sciences,1011142,127.59,64.8,387,5.66,42723,15930,37.29,2316,9.04,46,54,Postgraduate,25408,17315,568.1,109,14,71.5,71.4,70.2,21.95
100757,Singapore Royal University,453,2,2020,Singapore,Asia,Singapore,68.34,64.8,58.5,59.5,Private,113786,Engineering,4323868,701.7,66.4,193,6.75,19778,2166,10.95,2156,15.25,48,52,Postgraduate,13832,5946,455.8,123,12,77.3,77.2,77.8,24.59
100758,Singapore Metropolitan University,718,2,2020,Singapore,Asia,Singapore,49.79,60.4,56,53.7,Public,18342,Social Sciences,311814,83.22,57.8,410,7.26,58977,18191,30.84,2120,19.66,63,37,Undergraduate,52310,6667,455.8,123,12,77.3,77.2,77.8,24.59
100759,Heidelberg International University,342,2,2020,Germany,Europe,Heidelberg,76.11,60.2,66,54.6,Private,29501,Medicine,619521,100.59,68.7,152,8.12,65269,23383,35.83,4464,9.74,35,65,Undergraduate,50398,14871,510.9,109,6,74.3,74.1,73.9,24.02
100760,Toronto Royal University,281,2,2020,Canada,North America,Toronto,80.38,60.4,66.8,64,Public,46241,Arts & Humanities,971061,274,63.8,279,2.44,63791,20871,32.72,4222,17.07,62,38,Both,52918,10873,494.1,84,24,75.2,75,76.3,20.03
100761,Sydney Technical University,797,7,2020,Australia,Oceania,Sydney,44.16,61.5,57.7,53.3,Private,75621,Social Sciences,2117388,1233.91,54.1,417,1.07,55775,12677,22.73,1729,19.28,47,53,Postgraduate,43581,12194,500.4,107,2,75,74.9,74.2,22.7
100762,Singapore International University,756,6,2020,Singapore,Asia,Singapore,47.05,56.6,55.7,63.4,Public,10820,Natural Sciences,335420,277.67,59.9,448,2.64,10078,2853,28.31,3002,15.54,48,52,Both,6500,3578,455.8,123,12,77.3,77.2,77.8,24.59
100763,Boston National University,233,7,2020,United States,North America,Boston,83.64,56.6,67.5,63.3,Private,11321,Natural Sciences,441519,343.06,54.8,418,1.22,25151,1250,4.97,1953,12.37,53,47,Postgraduate,15977,9174,568.1,109,14,71.5,71.4,70.2,21.95
100764,Sydney State University,30,8,2020,Australia,Oceania,Sydney,97.83,61.6,55,63.8,Private,102989,Social Sciences,1956791,1238.48,60.9,279,5.9,6855,1935,28.23,3078,25.8,57,43,Both,5154,1701,500.4,107,2,75,74.9,74.2,22.7
100765,Munich National University,816,8,2020,Germany,Europe,Munich,42.81,61.1,59.2,52.9,Public,69173,Arts & Humanities,3112785,544.48,60,199,1.5,7993,699,8.75,1291,11.6,53,47,Postgraduate,4589,3404,510.9,109,6,74.3,74.1,73.9,24.02
100766,Berlin National University,761,9,2020,Germany,Europe,Berlin,46.64,58.9,60.7,57.6,Public,42525,Business,1786050,300.18,63.4,334,3.71,42512,14724,34.63,5158,22.36,49,51,Undergraduate,37120,5392,510.9,109,6,74.3,74.1,73.9,24.02
100767,Boston State University,783,7,2020,United States,North America,Boston,45.14,58.1,56.1,62.7,Private,52609,Computer Science,1315225,256.48,59.9,175,8.2,33926,1345,3.96,1200,14.95,63,37,Both,26199,7727,568.1,109,14,71.5,71.4,70.2,21.95
100768,Stanford International University,564,11,2020,United States,North America,Stanford,60.39,60.3,59.4,63.5,Private,57910,Natural Sciences,1563570,645.3,66.9,240,5.41,65041,17237,26.5,5385,25.89,62,38,Postgraduate,48511,16530,568.1,109,14,71.5,71.4,70.2,21.95
100769,Berlin Royal University,187,10,2020,Germany,Europe,Berlin,86.8,58.4,53.9,68.7,Private,82214,Medicine,1233210,329.74,61.8,388,5.21,54347,19955,36.72,2286,27.13,61,39,Both,43314,11033,510.9,109,6,74.3,74.1,73.9,24.02
100770,Mumbai State University,768,7,2020,India,Asia,Mumbai,46.19,58,58.4,61.8,Public,64525,Computer Science,1355025,259.83,62.1,352,5.64,62824,17167,27.33,5072,19.71,62,38,Undergraduate,55085,7739,507.5,86,7,74.5,74.2,74.4,21.8
100771,Toronto Technical University,311,7,2020,Canada,North America,Toronto,78.18,59.4,67,58.3,Private,39626,Medicine,1347284,381.13,59.1,379,1.56,55970,4167,7.45,605,8.11,42,58,Both,30982,24988,494.1,84,24,75.2,75,76.3,20.03
100772,Cambridge State University,963,12,2020,United States,North America,Cambridge,32.44,62.6,55.1,67.1,Private,45688,Engineering,1507704,198.91,57.8,441,5.26,17472,2759,15.79,5070,7.16,45,55,Both,13449,4023,568.1,109,14,71.5,71.4,70.2,21.95
100774,Munich Royal University,518,17,2020,Germany,Europe,Munich,63.49,61.3,66,65.7,Public,88249,Natural Sciences,2912217,422,66.7,94,0.76,56869,21386,37.61,2870,24.18,57,43,Postgraduate,45367,11502,510.9,109,6,74.3,74.1,73.9,24.02
100775,Singapore International University,696,15,2020,Singapore,Asia,Singapore,51.07,58,53.7,55.3,Private,43751,Business,481261,271.75,57.3,267,8.08,15706,1376,8.76,4880,25.46,54,46,Postgraduate,13829,1877,455.8,123,12,77.3,77.2,77.8,24.59
100776,Vancouver State University,875,32,2020,Canada,North America,Vancouver,38.2,54.4,56.5,60.7,Public,16130,Social Sciences,338730,155.81,64.5,197,0.68,17928,2127,11.86,3644,24.99,49,51,Postgraduate,12627,5301,494.1,84,24,75.2,75,76.3,20.03
100777,Singapore International University,145,6,2020,Singapore,Asia,Singapore,89.82,58.3,59.2,60.1,Public,9346,Medicine,121498,15.38,58.2,198,6.38,41446,8514,20.54,4294,28.01,40,60,Both,26204,15242,455.8,123,12,77.3,77.2,77.8,24.59
100778,Paris National University,634,9,2020,France,Europe,Paris,55.53,66.5,64.6,54.6,Public,8831,Arts & Humanities,273761,279.63,61.1,449,3.81,59481,8535,14.35,5711,14.94,63,37,Postgraduate,44091,15390,536.5,85,11,73,73.2,72.3,21.62
100779,Paris International University,889,9,2020,France,Europe,Paris,37.68,62,56.2,68,Public,59764,Arts & Humanities,1015988,145.98,63.1,402,1.69,38147,2150,5.64,1773,13.9,39,61,Both,25208,12939,536.5,85,11,73,73.2,72.3,21.62
100780,Mumbai State University,601,14,2020,India,Asia,Mumbai,57.74,56.9,61.2,68.8,Public,106127,Social Sciences,2016413,1532.23,54.8,124,8.33,12813,4399,34.33,4051,18.2,65,35,Postgraduate,9350,3463,507.5,86,7,74.5,74.2,74.4,21.8
100781,Manchester National University,177,25,2020,United Kingdom,Europe,Manchester,87.2,55.5,62.2,54.6,Public,21798,Business,653940,485.12,61.3,397,5.44,50511,11681,23.13,1759,17.18,54,46,Undergraduate,33408,17103,488.1,101,1,75.5,75.6,75.1,22.23
100782,Chennai State University,300,27,2020,India,Asia,Chennai,78.55,62.6,53.4,51.2,Public,25088,Social Sciences,802816,132.41,56.5,213,5.23,47339,12583,26.58,1875,11.11,64,36,Both,29272,18067,507.5,86,7,74.5,74.2,74.4,21.8
100783,Berkeley Metropolitan University,480,20,2020,United States,North America,Berkeley,66.09,61.7,58.2,56.3,Private,4727,Computer Science,85086,145.7,65.9,394,5.96,55197,16679,30.22,5906,9.59,46,54,Both,31737,23460,568.1,109,14,71.5,71.4,70.2,21.95
100784,Sydney Metropolitan University,507,45,2020,Australia,Oceania,Sydney,63.7,58.1,59.7,60.4,Public,43799,Arts & Humanities,788382,435.57,66.2,370,1.73,32417,1369,4.22,3571,26.55,46,54,Both,23987,8430,500.4,107,2,75,74.9,74.2,22.7
100785,London Technical University,775,59,2020,United Kingdom,Europe,London,44.66,59.8,56,62.2,Private,78226,Social Sciences,2581458,1073.37,58,317,5.85,58239,5101,8.76,5590,27.88,48,52,Undergraduate,35544,22695,488.1,101,1,75.5,75.6,75.1,22.23
100786,Bengaluru National University,255,52,2020,India,Asia,Bengaluru,81.2,55.6,62,64.7,Public,7301,Engineering,73010,26.71,60.6,194,6.13,15291,576,3.77,5562,29.11,37,63,Undergraduate,9356,5935,507.5,86,7,74.5,74.2,74.4,21.8
100787,Nanjing State University,649,137,2020,China,Asia,Nanjing,51.92,61.2,68.7,56.8,Private,3105,Arts & Humanities,43470,6.44,62,351,3.11,41455,17654,42.59,779,20.55,47,53,Undergraduate,27288,14167,447.1,106,9,77.6,77.7,77.1,23.52
100788,Singapore Royal University,393,178,2020,Singapore,Asia,Singapore,69.02,57.7,56.8,64.3,Public,52818,Computer Science,1742994,620.72,65.8,284,6.49,55795,24473,43.86,1272,23.01,54,46,Postgraduate,39188,16607,455.8,123,12,77.3,77.2,77.8,24.59
100789,Cambridge State University,256,200,2020,United Kingdom,Europe,Cambridge,78.17,55.4,56.3,62,Public,71716,Engineering,1506036,214.57,66.4,224,6.36,66450,16797,25.28,4955,29.89,59,41,Postgraduate,56592,9858,488.1,101,1,75.5,75.6,75.1,22.23
100790,Lyon Metropolitan University,238,206,2020,France,Europe,Lyon,79.31,61.2,56.3,65.8,Public,4608,Medicine,50688,22.08,66.4,296,3.78,53332,22600,42.38,1677,23.04,57,43,Undergraduate,29372,23960,536.5,85,11,73,73.2,72.3,21.62
100791,Nanjing National University,921,201,2020,China,Asia,Nanjing,31.6,59.4,67.9,69.7,Public,74067,Engineering,592536,173.76,62.4,162,7.9,60210,26602,44.18,5345,14.13,40,60,Postgraduate,47023,13187,447.1,106,9,77.6,77.7,77.1,23.52
100792,Sydney Metropolitan University,791,199,2020,Australia,Oceania,Sydney,40.74,61.9,68.2,65.4,Private,117705,Computer Science,2471805,1095.17,66.3,288,7.7,10459,4192,40.08,3054,18.84,55,45,Postgraduate,6169,4290,500.4,107,2,75,74.9,74.2,22.7
