university_name,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,Position,Location,Established_Year,Number_of_Campuses,Programs_Offered,Total_Faculty,Campus_Area_Acres,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources,id,ror,country_code,type,works_count,cited_by_count,is_super_system,summary_stats.2yr_mean_citedness,summary_stats.h_index,summary_stats.i10_index,geo.city,geo.country,geo.latitude,geo.longitude,international.display_name.en,international.display_name.ur,citations_per_work,university_id,year,world_rank,national_rank,overall_score,city,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio,country,region,university_type,total_students,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
gomal university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I172324550,https://ror.org/0241b8f19,PK,education,4193.0,52573.0,False,3.88527724665392,90.0,1210.0,Dera Ismail Khan,Pakistan,31.83129,70.9017,Gomal University,噩丕賲毓蹃 诏賵賲賱,12.538278082518485,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.042923871152455544,0.0,0.0,0.0,0.0
gonabad university of medical sciences,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,635.0,2026.0,1138.0,39.0,33.0845,Iran,32.77185596,28.44206989,32.63450777,825.0,5022.0,33.48104602,72.0,32.7,5.5,Arts & Humanities,58.0,3.0,150.0,12.91333333,58:42:00,58.0,42.0,Undergraduate & Postgraduate,1280.0,657.0,1160.26,80.0,387.0,33.04,33.05,33.16,5.26,Iran,Asia,Public,1937.0,1.0,0.005525816673193828,0.07743933918430562,2.994321115126484,0.1643523368104313,5.5
gorgan university of agricultural sciences and natural resources,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,636.0,2024.0,885.0,21.0,35.3835,Iran,33.36929583,29.30458687,39.30928516,647.0,6294.0,31.3142091,74.0,36.3,3.22,Arts & Humanities,40.0,1.0,201.0,19.80099502,50:50:00,50.0,50.0,Undergraduate & Postgraduate,2479.0,1501.0,1064.04,67.0,519.0,31.55,31.63,30.65,3.13,Iran,Asia,Public,3980.0,1.0,0.006912169615138734,0.05050251256281407,1.0050251256281406,0.1673485247241725,3.218905472636816
government college of science,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I882648815,https://ror.org/02d1vh520,PK,education,884.0,6644.0,False,1.9213483146067416,41.0,181.0,Lahore,Pakistan,31.558,74.35071,"Government College of Science, Lahore",诏賵乇賳賲賳俟 讴丕賱噩 丌賮 爻丕卅賳爻,7.515837104072398,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.005424575351167227,0.0,0.0,0.0,0.0
government college university faisalabad,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,637.0,2021.0,990.0,11.0,25.3675,Pakistan,23.15607364,30.32107553,23.79614455,4697.0,51699.0,22.06530909,240.0,23.5,2.0,Life Sciences & Medicine,0.0,0.0,2343.0,8.492530943,42:58:00,42.0,58.0,Undergraduate & Postgraduate,11321.0,8577.0,935.4,20.0,355.0,25.17,25.92,24.72,252.35,Pakistan,Asia,Private,19898.0,1.0,0.056476328445355134,0.11775052769122525,0.0,0.11612875446339016,2.004694835680751
government college university lahore,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,638.0,2018.0,1089.0,15.0,11.4675,Pakistan,11.95938145,11.15178939,10.86232392,1155.0,2939.0,6.546305607,58.0,11.4,2.57,Engineering & Technology,85.0,1.0,449.0,18.98886414,43:57:00,43.0,57.0,Undergraduate & Postgraduate,5036.0,3490.0,876.07,15.0,435.5,22.45,22.76,24.1,676.6,Pakistan,Asia,Public,8526.0,1.0,0.003246798311229432,0.05266244428806005,0.9969505043396668,0.05997683776328987,2.5723830734966593
"government college university, faisalabad",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I194348271,https://ror.org/051zgra59,PK,education,14877.0,313072.0,False,4.835896258893734,190.0,5987.0,Faisalabad,Pakistan,31.41554,73.08969,"Government College University, Faisalabad",噩蹖 爻蹖 蹖賵賳蹖賵乇爻俟蹖 賮蹖氐賱 丌亘丕丿,21.04402769375546,639.0,2026.0,765.5,13.0,65.1,Pakistan,4.2,7.1,72.2,4178.0,91611.0,76.15204346,297.0,38.2,3.47,Natural Sciences,8127.0,35.27687731,1203.0,19.15128845,56:44:00,55.76691056,44.23308944,Undergraduate & Postgraduate,13141.0,9898.0,1036.01,57.0,354.0,34.64,26.97,32.47,4.69,Pakistan,Asia,Public,23039.0,1.0,0.3555832003633801,0.052215807977776814,35.274968531620296,0.02106318956870612,15.839567747298421
"government college university, lahore",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I43879129,https://ror.org/040gec961,PK,funder,8873.0,124531.0,False,5.101298701298702,109.0,3124.0,Lahore,Pakistan,31.558,74.35071,Government College University,诏賵乇賳賲賳俟 讴丕賱噩 蹖賵賳蹖賵乇爻俟蹖 賱丕蹃賵乇,14.034824749239265,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.10167486349431154,0.0,0.0,0.0,0.0
government college women university faisalabad,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210158239,https://ror.org/05rq0zy06,PK,education,1557.0,23286.0,False,4.906976744186046,67.0,524.0,Faisalabad,Pakistan,31.41554,73.08969,Government College Women University Faisalabad,,14.955684007707127,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.019012140521866356,0.0,0.0,0.0,0.0
government of khyber pakhtunkhwa,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I2802999120,https://ror.org/04zyfmb02,PK,government,1504.0,16385.0,False,3.318681318681319,57.0,397.0,Peshawar,Pakistan,34.008,71.57849,Government of Khyber Pakhtunkhwa,丨讴賵賲鬲 禺蹖亘乇 倬禺鬲賵賳禺賵丕,10.894281914893616,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.013377734366176253,0.0,0.0,0.0,0.0
government of pakistan,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I2800666866,https://ror.org/00pnp4y96,PK,government,2219.0,24428.0,False,2.3847457627118644,66.0,586.0,Islamabad,Pakistan,33.72148,73.04329,Government of Pakistan,丨讴賵賲鬲 倬丕讴爻鬲丕賳,11.008562415502478,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.01994454043924037,0.0,0.0,0.0,0.0
government sadiq college women university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I2800060998,https://ror.org/01zp49f50,PK,education,1030.0,11142.0,False,4.5673076923076925,54.0,294.0,Bahawalpur,Pakistan,29.99835,73.25272,Government Sadiq College Women University,诏賵乇賳賲賳俟 氐丕丿賯 讴丕賱噩 賵丐賲賳 蹖賵賳蹖賵乇爻俟蹖 亘蹃丕賵賱倬賵乇,10.81747572815534,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.009097022661454733,0.0,0.0,0.0,0.0
grand valley state university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,640.0,2022.0,1273.0,246.0,20.64,United States,20.77613528,23.01605356,15.38885274,4769.0,14904.0,11.80949346,138.0,18.1,3.78,Life Sciences & Medicine,215.0,1.0,1262.0,17.022187,61:39:00,61.0,39.0,Undergraduate & Postgraduate,12989.0,8493.0,563.63,249.0,1.0,44.6,44.17,44.61,75.31,United States,North America,Private,21482.0,1.0,0.01633741011090551,0.058746857834466065,1.0008379108090495,0.1041932561685055,3.77892234548336
graphic era university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,641.0,2023.0,636.0,23.0,38.0825,India,40.45258274,36.6521519,27.52818872,2435.0,12783.0,26.57555788,97.0,34.0,5.06,Arts & Humanities,78.0,1.0,481.0,16.26403326,42:58:00,42.0,58.0,Undergraduate & Postgraduate,3819.0,4004.0,920.08,96.0,156.0,33.15,21.84,33.12,6.8,India,Asia,Public,7823.0,1.0,0.013994979845628757,0.061485363671225875,0.9970599514252844,0.20287152828485455,5.0623700623700625
graz university of technology,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,642.0,2016.0,394.0,5.0,35.5375,Graz,43.95676332,39.18980646,44.02021774,1785.0,21056.0,40.18243037,118.0,44.0,3.41,Life Sciences & Medicine,1207.0,16.0,524.0,14.39312977,37 : 63,37.48452812,62.51547188,Undergraduate & Postgraduate,6269.0,1273.0,319.0,7.0,144.0,40.78,41.95,44.68,22.43,Austria,Europe,Public,7542.0,1.0,0.02301824874829529,0.06947759215062317,16.003712543092018,0.2204451520561685,3.4064885496183206
grenoble alpes university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,643.0,2017.0,339.0,25.0,41.4475,France,52.73751535,45.85840301,42.76708982,10575.0,98444.0,23.37237714,318.0,47.8,2.51,Natural Sciences,5672.0,15.0,4212.0,8.977920228,53:47:00,53.0,47.0,Undergraduate & Postgraduate,22773.0,15042.0,420.63,67.0,33.0,37.8,37.48,37.57,17.07,France,Europe,Public,37815.0,1.0,0.10742738452569939,0.1113843712812376,14.999338886685178,0.2644810198094283,2.5106837606837606
griffith university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,644.0,2016.0,295.0,16.0,41.1925,Nathan,31.84646371,48.80014965,53.32033888,5070.0,82792.0,42.24101084,293.0,42.6,2.59,Engineering & Technology,6353.0,21.0,1960.0,15.43418367,43:57:00,42.51681625,57.48318375,Undergraduate & Postgraduate,21959.0,8292.0,302.42,31.0,33.0,43.76,41.52,46.37,25.48,Australia,Oceania,Public,30251.0,1.0,0.09036794961012566,0.06479124657036131,21.000958645995173,0.15971145290872615,2.586734693877551
grigore t. popa university of medicine and pharmacy,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,645.0,2018.0,992.0,7.0,15.77,Romania,15.60433222,17.70074569,16.24561155,2446.0,9305.0,10.20269114,85.0,15.9,2.68,Arts & Humanities,2816.0,29.0,912.0,10.64692982,65:35:00,65.0,35.0,Undergraduate & Postgraduate,6078.0,3632.0,861.0,7.0,725.5,18.89,18.13,19.32,7.77,Romania,Europe,Private,9710.0,1.0,0.01019897457781416,0.09392378990731205,29.001029866117406,0.07825643039117351,2.682017543859649
guangdong university of technology,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,646.0,2020.0,815.0,14.0,27.9375,China,23.72791613,23.43978076,30.72916035,7643.0,57452.0,24.44758322,259.0,27.2,3.25,Life Sciences & Medicine,0.0,0.0,2350.0,18.64468085,30 : 70,30.0,70.0,Undergraduate & Postgraduate,27345.0,16470.0,886.77,44.0,319.0,26.04,25.69,26.25,4.3,China,Asia,Private,43815.0,1.0,0.06275465118146174,0.053634600022823234,0.0,0.11899657036108324,3.252340425531915
guangxi normal university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,647.0,2026.0,1602.0,47.0,25.596,China,27.37251608,26.76201162,20.91805214,5465.0,19024.0,10.80314669,130.0,24.1,3.1,Social Sciences & Management,779.0,2.0,1761.0,22.120954,69:31:00,69.0,31.0,Undergraduate & Postgraduate,23836.0,15119.0,1019.68,53.0,228.0,35.93,36.87,34.94,3.11,China,Asia,Public,38955.0,1.0,0.020815977840125253,0.045206006931074315,1.9997432935438326,0.13727440361083248,3.103350369108461
guangxi university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,648.0,2018.0,1073.0,31.0,12.5075,China,12.5509487,12.93393462,16.99359949,5763.0,28468.0,15.43818422,177.0,14.8,3.13,Social Sciences & Management,1698.0,5.0,1844.0,18.42190889,46:54:00,46.0,54.0,Undergraduate & Postgraduate,22837.0,11133.0,801.68,31.0,508.0,22.29,22.67,23.14,3.68,China,Asia,Public,33970.0,1.0,0.03113524452636887,0.05428319105092729,4.998528113040918,0.062943574222668,3.1252711496746204
guangzhou medical university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,649.0,2023.0,632.0,5.0,38.2,China,31.24260279,38.35773911,43.62249604,7147.0,59658.0,33.53441598,261.0,37.4,4.02,Arts & Humanities,258.0,2.0,1779.0,7.246205734,56:44:00,56.0,44.0,Undergraduate & Postgraduate,7709.0,5182.0,1006.08,49.0,453.0,29.5,30.04,29.55,3.16,China,Asia,Public,12891.0,1.0,0.06515777180913615,0.13800325808703748,2.0013963230160576,0.15668306313941824,4.017425519955031
guangzhou university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,650.0,2022.0,730.0,10.0,33.775,China,41.80464316,34.25041538,32.67662229,13004.0,55510.0,21.36641157,260.0,37.2,5.01,Arts & Humanities,0.0,0.0,2598.0,13.26866821,56:44:00,56.0,44.0,Undergraduate & Postgraduate,18732.0,15740.0,941.56,52.0,451.0,28.87,29.54,30.01,3.46,China,Asia,Private,34472.0,1.0,0.06064137466120217,0.0753655140403806,0.0,0.20965217231695082,5.005388760585065
gubkin russian state university of oil and gas,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,651.0,2020.0,1308.0,13.0,14.4975,Russian Federation,17.20063299,16.37181165,11.08348198,1333.0,3859.0,6.001440122,69.0,14.1,2.07,Arts & Humanities,588.0,7.0,643.0,13.07309487,36 : 64,36.0,64.0,Undergraduate & Postgraduate,6303.0,2103.0,1170.52,21.0,548.0,18.13,18.78,19.06,11.05,Russian Federation,Europe,Public,8406.0,1.0,0.004257306452855155,0.07649298120390198,6.995003568879373,0.08626195080240721,2.073094867807154
guilan university of medical sciences,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,652.0,2024.0,857.0,18.0,35.7015,Iran,28.50236844,36.59874956,39.57662504,1194.0,16592.0,49.38163734,149.0,34.0,3.55,Engineering & Technology,55.0,1.0,336.0,16.28571429,53:47:00,53.0,47.0,Undergraduate & Postgraduate,3922.0,1550.0,1064.04,67.0,519.0,31.55,31.63,30.65,3.13,Iran,Asia,Public,5472.0,1.0,0.0181839756215251,0.06140350877192982,1.0051169590643274,0.14294066419257773,3.5535714285714284
gulf university for science and technology,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,653.0,2021.0,900.5,1.0,41.0,Kuwait City,47.05500923,34.53603714,41.66184905,460.0,4946.0,26.88056315,86.0,44.4,2.5,Natural Sciences,332.0,13.87959866,184.0,13.0,45:55:00,44.65732531,55.34267469,Undergraduate & Postgraduate,1874.0,518.0,900.5,3.0,900.5,35.52,36.11,33.85,13.73,Kuwait,Asia,Private,2392.0,1.0,0.005454512301228857,0.07692307692307693,13.879598662207357,0.23598299513540621,2.5
gunma university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,654.0,2017.0,701.0,33.0,16.455,Maebashi,18.04847792,16.52565766,15.34572725,154.0,426.0,8.51678006,23.0,16.7,3.08,Engineering & Technology,247.0,3.863600813,50.0,6.0,36 : 64,36.0,64.0,Undergraduate & Postgraduate,3960.0,2433.0,636.46,73.0,34.0,26.91,26.46,26.67,49.14,Japan,Asia,Public,6393.0,1.0,0.0004825292041751703,0.00782105427811669,3.863600813389645,0.09051393139418254,3.08
guru ghasidas vishwavidyalaya,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,655.0,2024.0,1147.0,75.0,29.3855,India,25.93887768,38.32858207,24.64347807,2962.0,27706.0,25.82093726,170.0,25.3,2.76,Life Sciences & Medicine,0.0,0.0,1073.0,8.320596459,40 : 60,40.0,60.0,Undergraduate & Postgraduate,6768.0,2160.0,1005.42,118.0,149.0,33.09,24.1,32.62,6.94,India,Asia,Private,8928.0,1.0,0.030300003619649418,0.1201836917562724,0.0,0.13008464232698094,2.760484622553588
guru gobind singh indraprastha university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,656.0,2024.0,,,1.0,India,3.3,2.6,1.075865905,2317.0,932.0,1.0,30.0,2.2,2.49,Arts & Humanities,562.0,12.06749892,932.0,5.001072961,55:45:00,55.1888962,44.8111038,Undergraduate & Postgraduate,3364.0,1297.0,1005.42,118.0,149.0,33.09,24.1,32.62,6.94,India,Asia,Public,4661.0,1.0,0.0010390843212300057,0.1999570907530573,12.05749839090324,0.01654964894684052,2.486051502145923
guru jambheshwar university of science and technology,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,657.0,2021.0,964.0,41.0,25.945,India,31.51460227,28.87126368,33.06785129,528.0,4653.0,16.61669325,52.0,32.3,1.89,Engineering & Technology,0.0,0.0,280.0,17.91785714,41:59:00,41.0,59.0,Undergraduate & Postgraduate,3421.0,1596.0,909.99,76.0,172.0,27.62,27.21,27.87,1.88,India,Asia,Public,5017.0,1.0,0.005107787988696895,0.055810245166434125,0.0,0.15804715280842527,1.8857142857142857
gwangju institute of science and technology,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,658.0,2016.0,312.0,6.0,40.115,Gwangju,42.26087955,47.33906801,47.41002399,605.0,2823.0,26.3853447,53.0,44.8,5.65,Arts & Humanities,112.0,8.0,107.0,13.02803738,25 : 75,25.0,75.0,Undergraduate & Postgraduate,1061.0,333.0,489.38,24.0,85.0,31.56,30.99,32.26,7.42,South Korea,Asia,Public,1394.0,1.0,0.0031164365014156093,0.07675753228120516,8.034433285509325,0.21194021840521562,5.654205607476635
gyeongsang national university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,659.0,2021.0,1187.0,34.0,19.9825,South Korea,18.92729676,20.56126834,18.82574968,4515.0,13099.0,13.31235239,118.0,18.9,4.59,Engineering & Technology,468.0,3.0,984.0,15.8648374,45:55:00,45.0,55.0,Undergraduate & Postgraduate,11135.0,4476.0,580.02,40.0,37.0,36.1,36.69,35.26,6.14,South Korea,Asia,Public,15611.0,1.0,0.014356128325008592,0.06303247709948114,2.997886105950932,0.09492124754262789,4.588414634146342
hacettepe university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,664.0,2016.0,730.0,8.0,17.925,Ankara,21.95672624,13.39919202,17.9113101,12478.0,82274.0,21.85803527,248.0,19.9,3.32,Natural Sciences,1584.0,4.0,3764.0,10.52231668,56:44:00,56.0,44.0,Undergraduate & Postgraduate,26996.0,12610.0,574.45,11.0,271.0,25.91,25.56,27.41,4.64,Turkey,Asia,Public,39606.0,1.0,0.08976730553025278,0.09503610564055952,3.999394031207393,0.11011397311935806,3.3150903294367695
hakim sabzevari university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,665.0,2021.0,1225.0,34.0,19.0675,Iran,22.17900422,26.67257632,17.85304523,981.0,4156.0,11.80693677,62.0,20.0,2.79,Social Sciences & Management,106.0,2.0,352.0,15.08806818,53:47:00,53.0,47.0,Undergraduate & Postgraduate,3321.0,1990.0,940.66,41.0,312.0,27.06,27.44,26.98,1.39,Iran,Asia,Private,5311.0,1.0,0.004574910277599894,0.06627753718697044,1.9958576539258144,0.11122870722166499,2.7869318181818183
hallym university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,666.0,2017.0,625.5,23.0,13.29,Chuncheon,11.84709563,11.86099985,11.76293988,166.0,499.0,9.980162876,19.0,11.8,3.32,Social Sciences & Management,431.0,4.538275245,50.0,6.0,33 : 67,33.02029565,66.97970435,Undergraduate & Postgraduate,6940.0,2557.0,414.8,32.0,35.0,39.4,39.51,40.77,144.46,South Korea,Asia,Private,9497.0,1.0,0.0005587323497865904,0.005264820469621986,4.538275244814152,0.05941371930792377,3.32
halmstad university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,667.0,2024.0,1238.0,15.0,27.4755,Sweden,32.24627356,24.56321571,27.77105061,1891.0,8970.0,22.65164314,94.0,30.0,4.78,Engineering & Technology,363.0,6.0,396.0,15.27272727,60:40:00,60.0,40.0,Undergraduate & Postgraduate,3767.0,2281.0,383.27,15.0,50.0,48.46,43.14,51.52,13.89,Sweden,Europe,Private,6048.0,1.0,0.009841636255714895,0.06547619047619048,6.001984126984127,0.16171651735205617,4.775252525252525
halu oleo university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,668.0,2026.0,2165.0,40.0,13.629,Indonesia,10.18097285,18.76172414,14.41051596,5209.0,13487.0,4.704328509,112.0,12.3,1.82,Life Sciences & Medicine,0.0,0.0,2867.0,13.96965469,60:40:00,60.0,40.0,Undergraduate & Postgraduate,27728.0,12323.0,1323.15,44.0,189.0,26.65,23.15,10.65,6.33,Indonesia,Asia,Private,40051.0,1.0,0.014773612701322587,0.07158373074330229,0.0,0.05105803836509528,1.8168817579351237
hamad bin khalifa university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,669.0,2024.0,310.0,2.0,33.8,Qatar,11.5,3.9,88.6,1355.0,23676.0,56.23850671,128.0,50.0,3.22,Life Sciences & Medicine,1256.0,21.48872699,421.0,13.88836105,51:49:00,50.52755469,49.47244531,Undergraduate & Postgraduate,4408.0,1439.0,241.5,2.0,173.0,41.25,19.3,63.7,28.74,Qatar,Asia,Public,5847.0,1.0,0.025878588249638235,0.0720027364460407,21.481101419531385,0.05767301905717151,3.218527315914489
hamadan university of medical sciences,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,670.0,2025.0,1008.0,34.0,34.226,Iran,33.53996907,35.016659,33.08849835,2992.0,18307.0,28.42637238,129.0,33.3,4.65,Natural Sciences,429.0,6.0,644.0,11.0947205,55:45:00,55.0,45.0,Undergraduate & Postgraduate,5684.0,1461.0,1110.58,72.0,410.0,32.58,32.54,33.08,4.0,Iran,Asia,Public,7145.0,1.0,0.020034623443516728,0.0901329601119664,6.004198740377887,0.1682044587261785,4.645962732919255
hamamatsu university school of medicine,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,671.0,2018.0,903.0,60.0,18.645,Japan,14.32419049,17.58924691,22.70448657,644.0,1977.0,12.43083437,47.0,18.5,4.05,Engineering & Technology,24.0,2.0,159.0,7.534591195,49:51:00,49.0,51.0,Undergraduate & Postgraduate,740.0,458.0,754.28,93.0,28.0,24.76,24.87,24.47,45.89,Japan,Asia,Public,1198.0,1.0,0.0021905682822368562,0.1327212020033389,2.003338898163606,0.07183646183550652,4.050314465408805
hamburg university of technology,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,672.0,2018.0,426.0,57.0,38.595,Germany,39.55768296,40.00245569,47.19033619,1437.0,12792.0,36.33965623,120.0,43.4,4.08,Natural Sciences,1404.0,19.0,352.0,20.99715909,26 : 74,26.0,74.0,Undergraduate & Postgraduate,5619.0,1772.0,313.21,81.0,35.0,49.57,49.65,48.83,12.95,Germany,Europe,Public,7391.0,1.0,0.014023556025233037,0.04762549046137194,18.996076309024488,0.19838356549648947,4.082386363636363
